vehicle_type,vehicle_instance,route_id,departure_min,departure_hhmm,return_min,return_hhmm,route_cost,after_hours_return_flag
fuel_3000,17,38,300.0,13:00,474.6,15:55,741.317365,0
fuel_3000,17,76,480.0,16:00,656.8,18:57,601.995302,0
fuel_3000,18,39,300.0,13:00,474.6,15:55,741.317365,0
fuel_3000,18,77,487.0,16:07,692.9,19:33,593.025088,0
fuel_3000,19,40,292.0,12:52,679.9,19:20,842.074512,0
fuel_3000,20,42,290.0,12:50,685.9,19:26,857.065618,0
fuel_3000,21,45,314.0,13:14,675.3,19:15,949.110258,0
fuel_3000,22,46,317.0,13:17,454.7,15:35,661.572537,0
fuel_3000,22,73,467.0,15:47,665.1,19:05,640.487567,0
fuel_3000,23,47,317.0,13:17,454.7,15:35,661.572537,0
fuel_3000,23,78,478.0,15:58,702.3,19:42,666.08001,0
fuel_3000,24,48,317.0,13:17,454.7,15:35,661.572537,0
fuel_3000,24,82,494.0,16:14,731.7,20:12,708.140546,0
fuel_3000,25,49,317.0,13:17,454.7,15:35,661.572537,0
fuel_3000,25,83,496.0,16:16,829.2,21:49,783.392337,1
fuel_3000,26,51,300.0,13:00,536.5,16:56,839.549379,0
fuel_3000,26,91,627.0,18:27,694.4,19:34,512.266322,0
fuel_3000,27,52,300.0,13:00,536.5,16:56,839.549379,0
fuel_3000,27,92,627.0,18:27,738.5,20:18,554.81949,0
fuel_3000,28,53,314.0,13:14,486.4,16:06,733.649461,0
fuel_3000,28,86,492.0,16:12,811.8,21:32,878.830461,1
fuel_3000,29,56,365.0,14:05,617.8,18:18,713.33268,0
fuel_3000,29,101,652.0,18:52,801.4,21:21,679.2307,1
fuel_3000,30,57,365.0,14:05,617.8,18:18,713.33268,0
fuel_3000,30,102,652.0,18:52,801.4,21:21,679.2307,1
fuel_3000,31,59,370.0,14:10,575.6,17:36,703.099448,0
fuel_3000,31,108,647.0,18:47,866.1,22:26,806.269734,1
fuel_3000,32,60,403.0,14:43,668.6,19:09,740.496011,0
fuel_3000,33,63,398.0,14:38,573.3,17:33,634.636089,0
fuel_3000,33,109,654.0,18:54,821.4,21:41,729.898152,1
fuel_3000,34,64,398.0,14:38,573.3,17:33,634.636089,0
fuel_3000,34,110,630.0,18:30,751.4,20:31,630.829847,0
fuel_3000,35,66,409.0,14:49,666.7,19:07,724.799677,0
fuel_3000,36,67,370.0,14:10,729.3,20:09,953.751756,0
fuel_3000,37,79,451.0,15:31,674.8,19:15,691.531668,0
fuel_3000,38,80,451.0,15:31,674.8,19:15,691.531668,0
fuel_3000,39,81,451.0,15:31,674.8,19:15,691.531668,0
fuel_3000,40,84,462.0,15:42,668.3,19:08,657.750163,0
fuel_3000,41,85,462.0,15:42,668.3,19:08,657.750163,0
fuel_3000,42,87,396.0,14:36,728.5,20:08,934.655168,0
fuel_3000,43,88,396.0,14:36,728.5,20:08,934.655168,0
fuel_3000,44,89,423.0,15:03,835.7,21:56,989.044754,1
fuel_3000,45,93,422.0,15:02,712.2,19:52,830.129843,0
fuel_3000,46,94,490.0,16:10,832.6,21:53,887.29536,1
fuel_3000,47,95,444.0,15:24,699.5,19:40,769.21475,0
fuel_3000,48,96,444.0,15:24,699.5,19:40,769.21475,0
fuel_3000,49,97,444.0,15:24,699.5,19:40,769.21475,0
fuel_3000,50,98,444.0,15:24,699.5,19:40,769.21475,0
fuel_3000,51,99,518.0,16:38,824.4,21:44,813.221005,1
fuel_3000,52,107,518.0,16:38,831.6,21:52,819.920412,1
fuel_3000,53,111,638.0,18:38,857.1,22:17,825.462861,1
fuel_3000,54,112,650.0,18:50,837.4,21:57,781.464117,1
fuel_3000,55,113,650.0,18:50,837.4,21:57,781.464117,1
fuel_3000,56,114,650.0,18:50,837.4,21:57,781.464117,1
