route_id,vehicle_type,power_type,vehicle_instance,unit_sequence,customer_sequence,unit_type_sequence,departure_min,departure_hhmm,return_min,return_hhmm,route_cost,startup_cost,energy_cost,carbon_cost,waiting_cost,late_cost,total_wait_min,total_late_min,fuel_l,electricity_kwh,route_distance_km,after_hours_travel_km,after_hours_service_count,after_hours_return_flag,late_positive_stop_count,max_late_min,load_used_kg,load_used_m3,weight_utilization,volume_utilization,green_zone_visit_count,fuel_green_zone_pre16_violation_count
15,ev_1250,ev,15,172,0->73->0,mandatory_split,289.0,12:49,507.2263198767323,16:27,917.219529,400.0,426.280662,90.938867,0.0,0.0,0.0,0.0,43.567773,57.762141,145.426865,0.0,0,0,0,0.0,1247.8439,3.18236,0.998275,0.374395,0,0
16,ev_3000,ev,1,"4,14",0->9->30->0,normal->normal,107.0,09:47,306.73650413961184,13:07,663.542717,400.0,217.19259,46.350127,0.0,0.0,0.0,0.0,22.310332,28.909122,70.92381,0.0,0,0,0,0.0,2912.191131,7.3825,0.97073,0.492167,1,0
17,ev_3000,ev,2,"5,35",0->11->82->0,normal->normal,115.0,09:55,400.2955592477229,14:40,920.564681,400.0,419.632464,89.536505,0.0,11.395712,0.0,13.674855,42.998396,56.35041,142.912277,0.0,0,0,1,13.674855,2818.6121,9.03592,0.939537,0.602395,1,0
18,ev_3000,ev,3,"52,7,168",0->6->13->71->0,mandatory_split->normal->mandatory_split,146.0,10:26,801.6413803100586,21:22,1151.099158,400.0,529.320915,112.936341,95.628904,13.212998,286.886711,15.855598,54.208299,71.216927,190.358891,19.946141,0,1,1,15.855598,2998.3218,7.36319,0.999441,0.490879,2,0
19,ev_3000,ev,4,"54,1,49",0->7->3->97->0,mandatory_split->normal->normal,208.0,11:28,600.3151326692031,18:00,953.037285,400.0,455.776886,97.260399,0.0,0.0,0.0,0.0,46.783678,60.825058,158.464811,0.0,0,0,0,0.0,2723.6977,6.679,0.907899,0.445267,2,0
20,ev_3000,ev,5,"55,6",0->7->12->0,mandatory_split->normal,300.0,13:00,493.6888465881348,16:14,819.444448,400.0,342.954358,73.159268,3.330823,0.0,9.992468,0.0,35.0271,46.584226,112.975031,0.0,0,0,0,0.0,2975.5542,7.622481,0.991851,0.508165,2,0
21,ev_3000,ev,6,59,0->8->0,mandatory_split,154.0,10:34,323.4256496105809,13:23,640.312907,400.0,198.04787,42.265037,0.0,0.0,0.0,0.0,20.347235,26.344765,66.054893,0.0,0,0,0,0.0,2996.45562,11.88564,0.998819,0.792376,1,0
22,ev_3000,ev,7,60,0->8->0,mandatory_split,154.0,10:34,323.4256496105809,13:23,638.218614,400.0,196.321878,41.896736,0.0,0.0,0.0,0.0,20.170182,26.113897,66.054893,0.0,0,0,0,0.0,2818.644803,8.35412,0.939548,0.556941,1,0
23,ev_3000,ev,8,61,0->8->0,mandatory_split,154.0,10:34,323.4256496105809,13:23,640.309486,400.0,198.045051,42.264435,0.0,0.0,0.0,0.0,20.346945,26.344388,66.054893,0.0,0,0,0,0.0,2996.1652,7.59747,0.998722,0.506498,1,0
24,ev_3000,ev,9,62,0->8->0,mandatory_split,154.0,10:34,323.4256496105809,13:23,640.313484,400.0,198.048345,42.265138,0.0,0.0,0.0,0.0,20.347283,26.344829,66.054893,0.0,0,0,0,0.0,2996.5046,8.18979,0.998835,0.545986,1,0
25,ev_3000,ev,10,"113,121",0->52->54->0,mandatory_split->mandatory_split,371.0,14:11,728.5809378541378,20:09,1117.761622,400.0,591.553757,126.207865,0.0,0.0,0.0,0.0,60.536449,79.799623,203.60775,0.0,0,0,0,0.0,2780.0489,8.48199,0.926683,0.565466,0,0
26,fuel_1500,fuel,1,2,0->4->0,normal,682.0,19:22,792.4068814637722,21:12,652.365315,400.0,207.995088,44.370227,0.0,0.0,0.0,0.0,21.247175,28.234201,70.058342,11.435009,0,1,0,0.0,1443.5621,3.490997,0.962375,0.323241,1,0
27,fuel_1500,fuel,2,10,0->24->0,normal,460.0,15:40,668.6558982040733,19:09,738.754223,400.0,279.179816,59.574407,0.0,0.0,0.0,0.0,28.649066,37.292942,94.182564,0.0,0,0,0,0.0,1262.1673,2.95599,0.841445,0.273703,0,0
28,fuel_1500,fuel,3,20,0->38->0,normal,103.0,09:43,361.9684010592755,14:02,890.199879,400.0,403.999811,86.200068,0.0,0.0,0.0,0.0,41.390231,54.280583,137.190826,0.0,0,0,0,0.0,1261.7326,4.06727,0.841155,0.376599,0,0
29,fuel_1500,fuel,4,29,0->76->0,normal,60.0,09:00,184.5920829772949,11:05,666.027848,400.0,219.253219,46.774629,0.0,0.0,0.0,0.0,22.41645,29.673192,75.248642,0.0,0,0,0,0.0,1256.3017,4.028617,0.837534,0.37302,0,0
30,fuel_1500,fuel,5,"34,0",0->81->2->0,normal->normal,445.0,15:25,698.4772126562893,19:38,808.012167,400.0,336.259516,71.752652,0.0,0.0,0.0,0.0,34.492391,44.983181,112.163162,0.0,0,0,0,0.0,1358.5023,3.6912,0.905668,0.341778,1,0
31,fuel_1500,fuel,6,81,0->42->0,mandatory_split,62.0,09:02,317.0123341605067,13:17,850.550002,400.0,371.322347,79.227656,0.0,0.0,0.0,0.0,38.041467,49.894378,125.136368,0.0,0,0,0,0.0,1314.856,3.252882,0.876571,0.301193,0,0
32,fuel_1500,fuel,7,82,0->42->0,mandatory_split,62.0,09:02,317.0123341605067,13:17,859.817021,400.0,378.960137,80.856884,0.0,0.0,0.0,0.0,38.821053,50.9341,125.136368,0.0,0,0,0,0.0,1499.138559,4.21351,0.999426,0.39014,0,0
33,fuel_1500,fuel,8,83,0->43->0,mandatory_split,475.0,15:55,659.7219630221371,19:00,677.995003,400.0,229.104189,48.890813,0.0,0.0,0.0,0.0,23.524801,30.536861,77.177078,0.0,0,0,0,0.0,1247.5221,2.62516,0.831681,0.24307,0,0
34,fuel_1500,fuel,9,84,0->43->0,mandatory_split,475.0,15:55,659.7219630221371,19:00,679.704471,400.0,230.51303,49.191442,0.0,0.0,0.0,0.0,23.669339,30.725218,77.177078,0.0,0,0,0,0.0,1301.829,5.07067,0.867886,0.469506,0,0
35,fuel_1500,fuel,10,85,0->43->0,mandatory_split,475.0,15:55,659.7219630221371,19:00,678.012555,400.0,229.118654,48.8939,0.0,0.0,0.0,0.0,23.526285,30.538795,77.177078,0.0,0,0,0,0.0,1248.0797,3.09064,0.832053,0.28617,0,0
36,fuel_1500,fuel,11,86,0->43->0,mandatory_split,475.0,15:55,659.7219630221371,19:00,678.518411,400.0,229.535551,48.98286,0.0,0.0,0.0,0.0,23.569056,30.594532,77.177078,0.0,0,0,0,0.0,1264.1499,2.83041,0.842767,0.262075,0,0
37,fuel_1500,fuel,12,"87,69",0->44->28->0,mandatory_split->mandatory_split,486.0,16:06,795.1033325195312,21:15,846.691508,400.0,361.730453,77.195096,7.76596,0.0,23.297879,0.0,37.15589,48.154957,121.401168,13.92024,0,1,0,0.0,1461.5012,4.38651,0.974334,0.406158,0,0
38,fuel_1500,fuel,13,89,0->44->0,mandatory_split,462.0,15:42,668.2724740158301,19:08,733.082967,400.0,274.505785,58.577182,0.0,0.0,0.0,0.0,28.170597,36.663137,92.727798,0.0,0,0,0,0.0,1248.284,2.84909,0.832189,0.263805,0,0
39,fuel_1500,fuel,14,90,0->44->0,mandatory_split,462.0,15:42,668.2724740158301,19:08,733.080433,400.0,274.503697,58.576736,0.0,0.0,0.0,0.0,28.170382,36.662858,92.727798,0.0,0,0,0,0.0,1248.217,3.17884,0.832145,0.294337,0,0
40,fuel_1500,fuel,15,91,0->45->0,mandatory_split,398.0,14:38,573.2754846878815,17:33,711.284866,400.0,256.54391,54.740956,0.0,0.0,0.0,0.0,26.304342,34.370652,84.711662,0.0,0,0,0,0.0,1499.618,4.08271,0.999745,0.378029,0,0
41,fuel_1500,fuel,16,92,0->45->0,mandatory_split,398.0,14:38,573.2754846878815,17:33,711.247823,400.0,256.51338,54.734442,0.0,0.0,0.0,0.0,26.301219,34.366528,84.711662,0.0,0,0,0,0.0,1498.5366,3.79258,0.999024,0.351165,0,0
42,fuel_1500,fuel,17,93,0->45->0,mandatory_split,398.0,14:38,573.2754846878815,17:33,704.674464,400.0,251.095825,53.578639,0.0,0.0,0.0,0.0,25.747026,33.634731,84.711662,0.0,0,0,0,0.0,1306.6394,2.88896,0.871093,0.267496,0,0
43,fuel_1500,fuel,18,94,0->45->0,mandatory_split,398.0,14:38,573.2754846878815,17:33,711.131186,400.0,256.417252,54.713934,0.0,0.0,0.0,0.0,26.291385,34.353543,84.711662,0.0,0,0,0,0.0,1495.1316,7.64912,0.996754,0.708252,0,0
44,fuel_1500,fuel,19,101,0->49->0,mandatory_split,300.0,13:00,356.2993621826172,13:56,520.70369,400.0,99.483902,21.219787,0.0,0.0,0.0,0.0,10.145474,13.583443,33.455914,0.0,0,0,0,0.0,1499.6967,4.33161,0.999798,0.401075,0,0
45,fuel_1500,fuel,20,102,0->49->0,mandatory_split,300.0,13:00,356.2993621826172,13:56,520.668406,400.0,99.454821,21.213584,0.0,0.0,0.0,0.0,10.142508,13.579473,33.455914,0.0,0,0,0,0.0,1497.0659,5.30088,0.998044,0.490822,0,0
46,fuel_1500,fuel,21,103,0->49->0,mandatory_split,300.0,13:00,356.2993621826172,13:56,520.574622,400.0,99.377525,21.197097,0.0,0.0,0.0,0.0,10.134625,13.568919,33.455914,0.0,0,0,0,0.0,1490.0734,3.90646,0.993382,0.361709,0,0
47,fuel_1500,fuel,22,108,0->51->0,mandatory_split,482.0,16:02,666.980662221089,19:07,679.475687,400.0,230.324713,49.150973,0.0,0.0,0.0,0.0,23.648051,30.709176,79.737175,0.0,0,0,0,0.0,1006.351212,3.24977,0.670901,0.300905,0,0
48,fuel_1500,fuel,23,109,0->51->0,mandatory_split,482.0,16:02,666.980662221089,19:07,687.407096,400.0,236.861071,50.546025,0.0,0.0,0.0,0.0,24.320558,31.57416,79.737175,0.0,0,0,0,0.0,1246.334755,3.87228,0.83089,0.358544,0,0
49,fuel_1500,fuel,24,111,0->52->0,mandatory_split,327.0,13:27,650.3550289461855,18:50,1048.070097,400.0,534.11544,113.954657,0.0,0.0,0.0,0.0,54.667129,72.011334,178.175552,0.0,0,0,0,0.0,1445.077986,3.62689,0.963385,0.335823,0,0
50,fuel_1500,fuel,25,112,0->52->0,mandatory_split,327.0,13:27,650.3550289461855,18:50,1051.979983,400.0,537.337957,114.642026,0.0,0.0,0.0,0.0,54.995839,72.450989,178.175552,0.0,0,0,0,0.0,1499.7824,5.197427,0.999855,0.481243,0,0
51,fuel_1500,fuel,26,"114,42",0->52->89->0,mandatory_split->normal,362.0,14:02,710.4028212434071,19:50,1097.504401,400.0,574.859934,122.644466,0.0,0.0,0.0,0.0,58.815802,77.604682,197.9946,0.0,0,0,0,0.0,1301.6481,3.06377,0.867765,0.283682,0,0
52,fuel_1500,fuel,27,117,0->53->0,mandatory_split,627.0,18:27,694.4165420532227,19:34,549.728134,400.0,123.405239,26.322895,0.0,0.0,0.0,0.0,12.589965,16.82659,41.427246,0.0,0,0,0,0.0,1498.4656,3.52428,0.998977,0.326322,0,0
53,fuel_1500,fuel,28,"119,50",0->54->98->0,mandatory_split->normal,423.0,15:03,836.1494674682617,21:56,1180.713403,400.0,643.422231,137.291173,0.0,0.0,0.0,0.0,65.963323,86.244723,216.964435,51.751098,0,1,0,0.0,1466.555393,3.23745,0.977704,0.299764,0,0
54,fuel_1500,fuel,29,124,0->55->0,mandatory_split,444.0,15:24,699.4538283804432,19:39,886.786231,400.0,401.181551,85.60468,0.0,0.0,0.0,0.0,41.142581,53.711287,132.086609,0.0,0,0,0,0.0,1498.5906,3.26315,0.99906,0.302144,0,0
55,fuel_1500,fuel,30,129,0->56->0,mandatory_split,300.0,13:00,536.5036353409523,16:57,983.795799,400.0,481.151768,102.644032,0.0,0.0,0.0,0.0,49.17209,65.214732,160.903809,0.0,0,0,0,0.0,1497.1642,3.16719,0.998109,0.293258,0,0
56,fuel_1500,fuel,31,131,0->57->0,mandatory_split,366.0,14:06,469.1134155722684,15:49,613.004286,400.0,175.552787,37.451498,0.0,0.0,0.0,0.0,17.946785,23.766923,60.313583,0.0,0,0,0,0.0,1249.5072,3.40253,0.833005,0.315049,0,0
57,fuel_1500,fuel,32,132,0->57->0,mandatory_split,366.0,14:06,469.1134155722684,15:49,616.713902,400.0,178.610251,38.103651,0.0,0.0,0.0,0.0,18.258588,24.184386,60.313583,0.0,0,0,0,0.0,1402.9315,4.10264,0.935288,0.379874,0,0
58,fuel_1500,fuel,33,133,0->57->0,mandatory_split,366.0,14:06,469.1134155722684,15:49,612.994827,400.0,175.544991,37.449835,0.0,0.0,0.0,0.0,17.94599,23.765858,60.313583,0.0,0,0,0,0.0,1249.116,3.04475,0.832744,0.281921,0,0
59,fuel_1500,fuel,34,134,0->57->0,mandatory_split,366.0,14:06,469.1134155722684,15:49,612.956675,400.0,175.513547,37.443128,0.0,0.0,0.0,0.0,17.942783,23.761565,60.313583,0.0,0,0,0,0.0,1247.5381,3.31334,0.831692,0.306791,0,0
60,fuel_1500,fuel,35,135,0->57->0,mandatory_split,366.0,14:06,469.1134155722684,15:49,618.107296,400.0,179.758685,38.348611,0.0,0.0,0.0,0.0,18.375707,24.341192,60.313583,0.0,0,0,0,0.0,1460.5602,3.05127,0.973707,0.282525,0,0
61,fuel_1500,fuel,36,139,0->60->0,mandatory_split,115.0,09:55,194.47432327270508,11:14,534.466696,400.0,110.8206,23.646096,0.0,0.0,0.0,0.0,11.358408,14.867755,36.748184,0.0,0,0,0,0.0,1499.6398,3.57051,0.99976,0.330603,0,0
62,fuel_1500,fuel,37,146,0->61->0,mandatory_split,205.0,11:25,426.8310605217703,15:07,818.239175,400.0,344.693352,73.545823,0.0,0.0,0.0,0.0,35.312643,46.319595,113.846992,0.0,0,0,0,0.0,1468.3959,6.95016,0.978931,0.643533,0,0
63,fuel_1500,fuel,38,156,0->65->0,mandatory_split,466.0,15:46,664.6570754705463,19:05,721.207313,400.0,264.718023,56.48929,0.0,0.0,0.0,0.0,27.17122,35.332339,86.874535,0.0,0,0,0,0.0,1498.1363,5.01876,0.998758,0.4647,0,0
64,fuel_1500,fuel,39,157,0->65->0,mandatory_split,467.0,15:47,665.1224583487492,19:05,712.414875,400.0,257.471854,54.943021,0.0,0.0,0.0,0.0,26.427609,34.364483,86.874535,0.0,0,0,0,0.0,1249.7897,2.12534,0.833193,0.196791,0,0
65,fuel_1500,fuel,40,158,0->65->0,mandatory_split,467.0,15:47,665.1224583487492,19:05,712.991193,400.0,257.94682,55.044373,0.0,0.0,0.0,0.0,26.47634,34.427973,86.874535,0.0,0,0,0,0.0,1266.0502,3.214783,0.844033,0.297665,0,0
66,fuel_1500,fuel,41,159,0->65->0,mandatory_split,467.0,15:47,665.1224583487492,19:05,712.385794,400.0,257.447887,54.937907,0.0,0.0,0.0,0.0,26.42515,34.361279,86.874535,0.0,0,0,0,0.0,1248.9692,3.36271,0.832646,0.311362,0,0
67,fuel_1500,fuel,42,160,0->65->0,mandatory_split,467.0,15:47,665.1224583487492,19:05,713.827329,400.0,258.635912,55.191417,0.0,0.0,0.0,0.0,26.547039,34.520087,86.874535,0.0,0,0,0,0.0,1289.6413,4.2575,0.859761,0.394213,0,0
68,fuel_1500,fuel,43,161,0->68->0,mandatory_split,652.0,18:52,801.4226294007094,21:21,768.591767,400.0,303.787498,64.804268,0.0,0.0,0.0,0.0,31.027567,41.260803,101.777023,19.74452,0,1,0,0.0,1495.6782,3.40098,0.997119,0.314906,0,0
69,fuel_1500,fuel,44,163,0->68->0,mandatory_split,652.0,18:52,801.4226294007094,21:21,768.69323,400.0,303.871125,64.822106,0.0,0.0,0.0,0.0,31.036095,41.272221,101.777023,19.74452,0,1,0,0.0,1498.165,3.19567,0.998777,0.295895,0,0
70,fuel_1500,fuel,45,164,0->68->0,mandatory_split,652.0,18:52,801.4226294007094,21:21,768.711313,400.0,303.886029,64.825285,0.0,0.0,0.0,0.0,31.037615,41.274256,101.777023,19.74452,0,1,0,0.0,1498.6082,3.71238,0.999072,0.343739,0,0
71,fuel_1500,fuel,46,173,0->74->0,mandatory_split,292.0,12:52,484.74308680649847,16:05,874.266653,400.0,390.872497,83.382813,0.0,0.011342,0.0,0.013611,39.932316,53.041201,131.671753,0.0,0,0,1,0.013611,1434.12,3.67297,0.95608,0.34009,0,0
72,fuel_1500,fuel,47,174,0->74->0,mandatory_split,292.0,12:52,484.74308680649847,16:05,877.245571,400.0,393.327703,83.906526,0.0,0.011342,0.0,0.013611,40.182843,53.375774,131.671753,0.0,0,0,1,0.013611,1490.4,3.43674,0.9936,0.318217,0,0
73,fuel_1500,fuel,48,175,0->74->0,mandatory_split,292.0,12:52,484.74308680649847,16:05,877.411171,400.0,393.464189,83.93564,0.0,0.011342,0.0,0.013611,40.19677,53.394373,131.671753,0.0,0,0,1,0.013611,1493.528634,3.82901,0.995686,0.354538,0,0
74,fuel_3000,fuel,1,"3,63,167",0->5->10->71->0,normal->mandatory_split->mandatory_split,641.0,18:41,876.9071117055352,22:37,918.158084,400.0,419.514573,89.488619,0.107351,9.047541,0.322052,10.857049,42.828955,57.06477,147.005557,74.701141,0,1,1,10.857049,2885.7407,11.42301,0.961914,0.846149,2,0
75,fuel_3000,fuel,2,"8,32,19",0->16->79->37->0,normal->normal->normal,0.0,08:00,390.44772899521706,14:30,1116.245388,400.0,493.127286,105.224719,0.0,117.893383,0.0,141.472059,50.575606,66.004222,167.595995,0.0,0,0,1,141.472059,2965.279,9.37902,0.988426,0.694742,0,0
76,fuel_3000,fuel,3,11,0->25->0,normal,483.0,16:03,654.3243824171368,18:54,644.120338,400.0,201.185852,42.934486,0.0,0.0,0.0,0.0,20.668088,26.769329,67.482307,0.0,0,0,0,0.0,2528.1351,5.33839,0.842712,0.395436,0,0
77,fuel_3000,fuel,4,"16,30,44",0->33->77->91->0,normal->normal->normal,123.0,10:03,787.0450205802917,21:07,1108.77686,400.0,434.86034,92.793565,111.917105,69.20585,335.751315,83.047019,44.613473,58.141348,145.439034,6.493163,0,1,1,83.047019,2565.9684,6.86766,0.855323,0.508716,0,0
78,fuel_3000,fuel,5,"18,95",0->35->46->0,normal->mandatory_split,0.0,08:00,364.7877589815888,14:05,1086.56503,400.0,555.787967,118.588546,0.0,12.188517,0.0,14.626221,56.954623,74.611758,177.546052,0.0,0,0,1,14.626221,2936.1485,8.35913,0.978716,0.619195,0,0
79,fuel_3000,fuel,6,21,0->40->0,normal,463.0,15:43,686.4466369971633,19:26,795.324224,400.0,325.802227,69.521997,0.0,0.0,0.0,0.0,33.425054,43.559493,108.888313,0.0,0,0,0,0.0,2691.1358,7.9507,0.897045,0.588941,0,0
80,fuel_3000,fuel,7,22,0->41->0,normal,245.0,12:05,438.4249784478452,15:18,805.066172,400.0,333.826274,71.219973,0.0,0.019925,0.0,0.023911,34.149607,45.090102,112.020737,0.0,0,0,1,0.023911,2786.4185,7.943983,0.928806,0.588443,0,0
81,fuel_3000,fuel,8,23,0->47->0,normal,638.0,18:38,693.8704605102539,19:34,517.978787,400.0,97.238039,20.740748,0.0,0.0,0.0,0.0,9.916438,13.276796,33.060608,0.0,0,0,0,0.0,2803.414845,8.09606,0.934472,0.599708,0,0
82,fuel_3000,fuel,9,24,0->58->0,normal,314.0,13:14,486.401471419842,16:06,827.722937,400.0,352.521927,75.20101,0.0,0.0,0.0,0.0,36.009677,47.858711,118.440201,0.0,0,0,0,0.0,2933.964,9.833463,0.977988,0.728405,0,0
83,fuel_3000,fuel,10,25,0->66->0,normal,60.0,09:00,222.11493490077555,11:42,745.930277,400.0,285.10554,60.824738,0.0,0.0,0.0,0.0,29.159099,38.539509,95.941261,0.0,0,0,0,0.0,2825.778817,8.6796,0.941926,0.642933,0,0
84,fuel_3000,fuel,11,26,0->67->0,normal,665.0,19:05,809.9637867514393,21:30,766.532851,400.0,302.091878,64.440972,0.0,0.0,0.0,0.0,30.843414,41.0814,101.908287,27.616621,0,1,0,0.0,2885.641443,8.92494,0.96188,0.661107,0,0
85,fuel_3000,fuel,12,"27,33",0->69->80->0,normal->normal,405.0,14:45,680.2381919157796,19:20,871.469156,400.0,388.560524,82.908631,0.0,0.0,0.0,0.0,39.827782,52.116525,130.561199,0.0,0,0,0,0.0,2795.2264,7.9669,0.931742,0.590141,0,0
86,fuel_3000,fuel,13,28,0->72->0,normal,630.0,18:30,751.4440680044354,20:31,696.064687,400.0,244.012989,52.051698,0.0,0.0,0.0,0.0,24.912698,33.187414,83.068665,0.0,0,0,0,0.0,2725.3232,7.50056,0.908441,0.555597,0,0
87,fuel_3000,fuel,14,"36,12,48,66",0->83->26->95->27->0,normal->normal->normal->mandatory_split,349.0,13:49,711.7005386352539,19:52,1026.43342,400.0,468.845674,100.018141,21.562917,36.006687,64.688752,43.208024,47.910064,63.567129,164.532637,0.0,0,0,1,43.208024,2880.974,7.55673,0.960325,0.559758,0,0
88,fuel_3000,fuel,15,"37,169",0->84->71->0,normal->mandatory_split,385.0,14:25,801.6413803100586,21:22,1135.466615,400.0,593.403991,126.615995,15.446629,0.0,46.339887,0.0,60.818435,79.619332,191.644542,19.946141,0,1,0,0.0,2975.7619,7.94462,0.991921,0.58849,0,0
89,fuel_3000,fuel,16,"38,79",0->85->42->0,normal->mandatory_split,94.0,09:34,353.6706782610854,13:54,837.153475,400.0,360.281869,76.871606,0.0,0.0,0.0,0.0,36.907725,48.423221,121.804951,0.0,0,0,0,0.0,2905.8613,6.88345,0.96862,0.509885,0,0
90,fuel_3000,fuel,17,"39,176",0->86->75->0,normal->mandatory_split,164.0,10:44,512.6205825805664,16:33,901.554138,400.0,398.981563,85.137278,17.435297,0.0,52.30589,0.0,40.931046,53.351406,137.177553,0.0,0,0,0,0.0,2535.0951,7.33486,0.845032,0.543323,0,0
91,fuel_3000,fuel,18,"40,165",0->87->70->0,normal->mandatory_split,68.0,09:08,467.4966506685979,15:47,1241.147486,400.0,676.108206,144.251974,0.0,20.787306,0.0,24.944767,69.220004,91.063401,227.88348,0.0,0,0,1,24.944767,2874.2584,9.20018,0.958086,0.681495,0,0
92,fuel_3000,fuel,19,"45,107",0->92->51->0,normal->mandatory_split,461.0,15:41,666.7000961303711,19:07,681.141296,400.0,228.523264,48.765752,0.824404,3.027876,2.473213,3.633451,23.457592,30.494507,79.664629,0.0,0,0,1,3.633451,2773.7716,6.45771,0.924591,0.478349,0,0
93,fuel_3000,fuel,20,"47,130,17",0->94->56->34->0,normal->mandatory_split->normal,302.0,13:02,732.8880043029785,20:13,983.535232,400.0,427.191583,91.126539,64.810482,0.406628,194.431447,0.487953,43.614796,58.099382,144.904367,0.0,0,0,1,0.487953,2943.6785,9.36349,0.981226,0.693592,0,0
94,fuel_3000,fuel,21,"65,68",0->10->28->0,mandatory_split->mandatory_split,646.0,18:46,864.1029910937787,22:24,932.144774,400.0,422.881748,90.208875,0.228336,18.825814,0.685009,22.590977,43.186478,57.458933,144.419231,61.301907,0,1,1,22.590977,2963.6821,7.93149,0.987894,0.587518,1,0
95,fuel_3000,fuel,22,"67,120",0->27->54->0,mandatory_split->mandatory_split,422.0,15:02,788.4750823364593,21:08,1081.443716,400.0,561.608424,119.835292,0.0,0.0,0.0,0.0,57.584546,75.237824,188.781202,7.811203,0,1,0,0.0,2934.3253,6.68654,0.978108,0.495299,0,0
