feature_type,left_unit_id,right_unit_id,vehicle_family,tau
start,113,,big,0.4340023748133785
start,114,,small,0.4340023748133785
start,120,,big,0.4340023748133785
start,121,,small,0.4340023748133785
start,122,,big,0.4340023748133785
start,123,,big,0.4340023748133785
start,125,,big,0.4340023748133785
start,126,,small,0.4340023748133785
start,128,,small,0.4340023748133785
start,129,,small,0.4340023748133785
start,130,,small,0.4340023748133785
start,131,,small,0.4340023748133785
start,132,,small,0.4340023748133785
start,133,,big,0.4340023748133785
start,134,,big,0.4340023748133785
start,135,,big,0.4340023748133785
start,136,,small,0.4340023748133785
start,137,,big,0.4340023748133785
start,138,,big,0.4340023748133785
start,139,,big,0.4340023748133785
start,143,,small,0.4340023748133785
start,144,,big,0.4340023748133785
start,145,,big,0.4340023748133785
start,146,,big,0.4340023748133785
start,147,,big,0.4340023748133785
start,148,,big,0.4340023748133785
start,149,,big,0.4340023748133785
start,150,,big,0.4340023748133785
start,151,,big,0.4340023748133785
start,152,,big,0.4340023748133785
start,153,,small,0.4340023748133785
start,154,,small,0.4340023748133785
start,155,,small,0.4340023748133785
start,156,,small,0.4340023748133785
start,157,,small,0.4340023748133785
start,158,,small,0.4340023748133785
start,159,,big,0.4340023748133785
start,160,,small,0.4340023748133785
start,161,,small,0.4340023748133785
start,163,,big,0.4340023748133785
start,167,,big,0.4340023748133785
start,168,,small,0.4340023748133785
start,169,,small,0.4340023748133785
start,171,,small,0.4340023748133785
start,172,,small,0.4340023748133785
start,44,,big,0.4183364289143949
start,72,,big,0.41426034642333526
edge,47,127.0,big,0.4138352910542634
edge,72,33.0,big,0.4099350956927071
edge,12,115.0,big,0.3894296807199143
edge,115,65.0,big,0.3894296807199143
start,12,,big,0.3894296807199143
edge,76,115.0,big,0.38656833425639
edge,61,44.0,big,0.38147476635562794
edge,72,3.0,big,0.38147476635562794
edge,75,119.0,big,0.3778526644863186
edge,76,117.0,big,0.3684338458549285
start,61,,big,0.36125938816268716
start,164,,small,0.36125938816268716
edge,167,27.0,big,0.3377556913490688
edge,5,46.0,small,0.3323200461772939
edge,33,13.0,small,0.308886263688474
start,33,,small,0.308886263688474
start,109,,small,0.3069989605816801
edge,3,61.0,big,0.30435993293389435
edge,61,164.0,big,0.30435993293389435
start,3,,big,0.30435993293389435
start,30,,big,0.300743781160679
edge,1,69.0,big,0.2998245028894386
edge,69,31.0,big,0.2998245028894386
edge,94,140.0,big,0.2998245028894386
start,1,,big,0.2998245028894386
start,141,,small,0.2998245028894386
edge,76,119.0,big,0.2877666566102629
edge,12,116.0,small,0.27618964037666727
start,12,,small,0.27618964037666727
start,65,,big,0.27618964037666727
edge,30,165.0,big,0.2755990858584076
