generation,particle_id,source_mode,operator_name,destroy_ratio,construction_temperature,candidate_total_cost,candidate_route_count,candidate_single_stop_route_count,candidate_label,candidate_is_balanced_best,archive_injected_route_count,accepted_current,accepted_pbest,accepted_gbest
2,7,global_best_cost,mandatory_split_cluster_remove,0.247942,1.42851,87487.916979,131.0,96.0,pass1,0,23,1,1,0
2,8,global_best_balanced,cluster_remove,0.25,1.014785,87658.096745,132.0,96.0,pass1,1,23,1,1,0
2,9,global_best_balanced,typed_route_merge_remove,0.247202,0.970823,87658.096745,132.0,96.0,pass1,1,23,1,1,0
2,10,global_best_cost,worst_cost_remove,0.243508,0.980819,87487.916979,131.0,96.0,candidate,0,23,1,1,0
2,11,current,cluster_remove,0.25,1.056785,87627.786146,131.0,96.0,pass1,0,23,0,0,0
3,0,current,cluster_remove,0.108672,0.951647,87543.818997,131.0,96.0,pass1,0,23,0,0,0
3,1,current,typed_route_merge_remove,0.18885,1.238275,87896.04305,132.0,97.0,pass1,0,23,0,0,0
3,2,personal_best,typed_route_merge_remove,0.168474,1.037769,87746.001238,132.0,95.0,pass1,0,23,0,0,0
3,3,global_best_balanced,late_route_remove,0.076777,0.636608,87587.060678,132.0,96.0,pass1,1,23,0,0,0
3,4,current,typed_route_merge_remove,0.25,2.0,87754.427073,132.0,97.0,pass1,0,23,0,0,0
3,5,current,typed_route_merge_remove,0.25,1.215048,87487.916979,131.0,96.0,pass1,0,23,0,0,0
3,6,global_best_balanced,late_route_remove,0.237019,0.987042,87293.94321,131.0,94.0,pass1,0,23,1,1,1
3,7,personal_best,random_remove,0.180049,1.061414,88016.181129,132.0,96.0,pass1,0,21,0,0,0
3,8,global_best_balanced,random_remove,0.245073,0.993143,,,,,0,0,0,0,0
3,9,personal_best,cluster_remove,0.241781,0.948068,87587.060678,132.0,96.0,pass1,1,21,1,1,0
3,10,current,late_route_remove,0.243784,0.982,87777.664434,132.0,96.0,pass1,0,21,0,0,0
3,11,global_best_cost,cluster_remove,0.244442,1.031399,87293.94321,131.0,94.0,pass1,0,21,1,1,0
4,0,current,cluster_remove,0.099759,0.915253,87543.818997,131.0,96.0,candidate,0,21,0,0,0
4,1,global_best_cost,typed_route_merge_remove,0.182887,1.206387,87293.94321,131.0,94.0,pass1,0,21,1,1,0
4,2,personal_best,random_remove,0.183763,1.109559,87716.211434,132.0,95.0,pass1,0,21,1,1,0
4,3,global_best_balanced,random_remove,0.072355,0.624412,87587.060678,132.0,96.0,pass1,1,21,0,0,0
4,4,global_best_cost,typed_route_merge_remove,0.24531,1.959382,87293.94321,131.0,94.0,pass1,0,21,1,1,0
4,5,global_best_balanced,typed_route_merge_remove,0.25,2.0,87587.060678,132.0,96.0,pass1,1,21,0,0,0
4,6,current,late_route_remove,0.202228,0.84768,87197.145117,131.0,94.0,pass1,0,21,1,1,1
4,7,global_best_balanced,random_remove,0.186589,1.092221,87583.21442,132.0,95.0,pass1,0,25,0,0,0
4,8,personal_best,cluster_remove,0.226475,0.915538,87587.060678,132.0,96.0,pass1,1,25,1,1,0
4,9,global_best_balanced,mandatory_split_cluster_remove,0.156029,0.65149,87587.060678,132.0,96.0,pass1,1,25,0,0,0
4,10,current,cluster_remove,0.248071,1.000592,87708.508143,132.0,96.0,pass1,0,25,0,0,0
4,11,global_best_balanced,late_route_remove,0.25,1.197731,87175.574931,131.0,95.0,pass1,0,25,1,1,1
5,0,personal_best,cluster_remove,0.05,0.613315,87110.905586,131.0,96.0,pass1,1,26,1,1,1
5,1,current,typed_route_merge_remove,0.185542,1.220481,87175.574931,131.0,95.0,pass1,0,24,1,1,0
5,2,personal_best,late_route_remove,0.18139,1.098101,87592.757267,132.0,98.0,pass2,0,22,1,1,0
5,3,current,random_remove,0.101764,0.710147,,,,,0,0,0,0,0
5,4,global_best_cost,cluster_remove,0.247436,1.977687,87110.905586,131.0,96.0,candidate,1,22,1,1,0
5,5,personal_best,cluster_remove,0.25,2.0,87334.847985,131.0,96.0,pass1,0,22,1,1,0
5,6,current,late_route_remove,0.202319,0.848018,87175.574931,131.0,95.0,pass1,0,22,1,1,0
5,7,global_best_cost,worst_cost_remove,0.18608,1.089793,87110.905586,131.0,96.0,candidate,1,22,1,1,0
5,8,personal_best,typed_route_merge_remove,0.244058,0.988742,87175.574931,131.0,95.0,pass1,0,22,1,1,0
5,9,global_best_cost,worst_cost_remove,0.170225,0.693236,87110.905586,131.0,96.0,candidate,1,24,1,1,0
5,10,personal_best,late_route_remove,0.25,1.079274,87359.015222,131.0,96.0,pass1,0,24,1,1,0
5,11,global_best_balanced,cluster_remove,0.245929,1.176585,87079.397827,131.0,96.0,pass1,1,24,1,1,1
6,0,global_best_balanced,random_remove,0.051476,0.617287,87044.983821,131.0,97.0,pass2,0,23,1,1,1
6,1,personal_best,typed_route_merge_remove,0.181239,1.197719,87123.948089,131.0,95.0,pass2,0,24,1,1,0
6,2,current,cluster_remove,0.178321,1.083453,87591.039311,132.0,98.0,pass1,0,24,1,1,0
6,3,personal_best,mandatory_split_cluster_remove,0.117459,0.760623,87283.221144,131.0,96.0,pass2,0,24,1,1,0
6,4,current,typed_route_merge_remove,0.241844,1.929895,87079.397827,131.0,96.0,pass1,1,24,1,1,0
6,5,personal_best,typed_route_merge_remove,0.245673,1.962491,87283.221144,131.0,96.0,pass2,0,23,1,1,0
6,6,current,late_route_remove,0.202829,0.849913,87018.300856,131.0,96.0,pass1,1,23,1,1,1
6,7,current,mandatory_split_cluster_remove,0.25,1.623967,87079.397827,131.0,96.0,pass1,0,25,1,1,0
6,8,current,typed_route_merge_remove,0.240167,0.972054,87111.60707,132.0,97.0,pass1,1,25,1,1,0
6,9,current,mandatory_split_cluster_remove,0.17704,0.714216,87079.397827,131.0,96.0,pass1,0,25,1,1,0
6,10,global_best_cost,worst_cost_remove,0.248476,1.0721,87018.300856,131.0,96.0,candidate,0,25,1,1,0
6,11,personal_best,mandatory_split_cluster_remove,0.2407,1.149978,87079.397827,131.0,96.0,pass1,0,25,0,0,0
7,0,current,typed_route_merge_remove,0.054005,0.624156,87044.983821,131.0,97.0,pass1,0,25,0,0,0
7,1,current,random_remove,0.191867,1.254727,87042.069153,131.0,96.0,pass1,0,25,1,1,0
7,2,global_best_cost,worst_cost_remove,0.180183,1.092317,87018.300856,131.0,96.0,candidate,0,25,1,1,0
7,3,global_best_balanced,cluster_remove,0.115224,0.753223,87111.60707,132.0,97.0,candidate,1,25,1,1,0
7,4,current,cluster_remove,0.239056,1.9065,87079.397827,131.0,96.0,candidate,0,25,0,0,0
7,5,global_best_balanced,typed_route_merge_remove,0.244805,1.955059,87111.60707,132.0,97.0,pass1,1,25,1,1,0
7,6,global_best_balanced,cluster_remove,0.206408,0.863325,87111.60707,132.0,97.0,pass1,1,25,0,0,0
7,7,personal_best,late_route_remove,0.248477,1.613182,87008.192036,132.0,97.0,pass1,1,25,1,1,1
7,8,personal_best,typed_route_merge_remove,0.235387,0.951939,87111.60707,132.0,97.0,pass1,0,26,0,0,0
7,9,current,late_route_remove,0.25,1.564073,87008.192036,132.0,97.0,pass1,1,26,1,1,0
7,10,global_best_balanced,worst_cost_remove,0.243489,1.048964,87008.192036,132.0,97.0,candidate,1,26,1,1,0
7,11,current,mandatory_split_cluster_remove,0.238836,1.140639,87079.397827,131.0,96.0,pass1,0,26,0,0,0
8,0,global_best_balanced,cluster_remove,0.05,0.328621,87008.192036,132.0,97.0,candidate,1,26,1,1,0
8,1,personal_best,mandatory_split_cluster_remove,0.117447,0.906042,87042.069153,131.0,96.0,pass1,0,26,0,0,0
8,2,current,random_remove,0.181391,1.098103,,,,,0,0,0,0,0
8,3,current,typed_route_merge_remove,0.113966,0.749087,87111.60707,132.0,97.0,pass1,0,26,0,0,0
8,4,global_best_cost,typed_route_merge_remove,0.23814,1.898869,87008.192036,132.0,97.0,pass1,1,26,1,1,0
8,5,personal_best,typed_route_merge_remove,0.25,2.0,87111.60707,132.0,97.0,pass1,0,26,0,0,0
8,6,personal_best,late_route_remove,0.214755,0.895435,87111.60707,132.0,97.0,pass1,0,26,0,0,0
8,7,current,cluster_remove,0.25,1.686238,87008.192036,132.0,97.0,candidate,1,26,0,0,0
8,8,current,typed_route_merge_remove,0.22908,0.926029,87111.60707,132.0,97.0,pass1,0,26,0,0,0
8,9,global_best_balanced,mandatory_split_cluster_remove,0.24968,1.561885,87008.192036,132.0,97.0,pass1,1,26,0,0,0
8,10,global_best_cost,typed_route_merge_remove,0.25,1.079285,87008.192036,132.0,97.0,pass1,1,26,0,0,0
8,11,current,cluster_remove,0.221355,1.056654,87079.397827,131.0,96.0,pass1,0,26,0,0,0
9,0,current,worst_cost_remove,0.050511,0.329357,87008.192036,132.0,97.0,candidate,1,26,0,0,0
9,1,global_best_balanced,random_remove,0.113881,0.892017,,,,,0,0,0,0,0
9,2,current,mandatory_split_cluster_remove,0.179826,1.09061,87018.300856,131.0,96.0,pass1,0,26,0,0,0
9,3,current,random_remove,0.210077,1.140636,87111.60707,132.0,97.0,pass1,0,26,0,0,0
9,4,personal_best,random_remove,0.235726,1.878919,87352.449166,132.0,98.0,pass1,0,26,0,0,0
9,5,global_best_cost,typed_route_merge_remove,0.238394,1.900981,87008.192036,132.0,97.0,pass1,1,26,1,1,0
9,6,current,late_route_remove,0.227963,0.9487,87018.300856,131.0,96.0,pass1,0,26,0,0,0
9,7,current,random_remove,0.240353,1.61655,87421.861793,133.0,99.0,pass1,0,26,0,0,0
9,8,current,typed_route_merge_remove,0.231502,0.935895,87111.60707,132.0,97.0,pass1,0,26,0,0,0
9,9,global_best_balanced,mandatory_split_cluster_remove,0.244556,1.527263,87008.192036,132.0,97.0,pass1,1,26,0,0,0
9,10,current,cluster_remove,0.245941,1.06029,87008.192036,132.0,97.0,pass1,1,22,0,0,0
9,11,current,cluster_remove,0.218495,1.043515,87079.397827,131.0,96.0,pass1,0,22,0,0,0
10,0,current,mandatory_split_cluster_remove,0.052077,0.331621,87008.192036,132.0,97.0,pass1,1,22,0,0,0
10,1,global_best_cost,random_remove,0.127659,0.947439,,,,,0,0,0,0,0
10,2,global_best_balanced,cluster_remove,0.169383,1.041906,87008.192036,132.0,97.0,candidate,1,22,1,1,0
10,3,current,random_remove,0.248945,1.352067,,,,,0,0,0,0,0
10,4,current,typed_route_merge_remove,0.234922,1.872323,87008.192036,132.0,97.0,pass1,1,22,0,0,0
10,5,current,typed_route_merge_remove,0.23596,1.880851,87008.192036,132.0,97.0,pass1,1,22,0,0,0
10,6,personal_best,late_route_remove,0.228453,0.950737,87111.60707,132.0,97.0,pass1,0,22,0,0,0
10,7,current,mandatory_split_cluster_remove,0.247014,1.664353,87008.192036,132.0,97.0,pass1,1,22,0,0,0
10,8,global_best_balanced,typed_route_merge_remove,0.227147,0.91823,87008.192036,132.0,97.0,pass1,1,22,1,1,0
10,9,personal_best,cluster_remove,0.243218,1.518346,87008.192036,132.0,97.0,candidate,1,22,0,0,0
10,10,personal_best,late_route_remove,0.247865,1.069249,87178.019685,131.0,94.0,pass2,0,22,0,0,0
10,11,personal_best,cluster_remove,0.235737,1.125278,87079.397827,131.0,96.0,pass1,0,22,0,0,0
