vehicle_type,vehicle_instance,route_id,departure_min,departure_hhmm,return_min,return_hhmm,route_cost,after_hours_return_flag
fuel_1500,16,41,471,15:51,661.6,19:02,619.788116,0
fuel_1500,17,42,471,15:51,661.6,19:02,618.456283,0
fuel_1500,18,43,471,15:51,661.6,19:02,618.85448,0
fuel_1500,19,44,482,16:02,797.7,21:18,752.606443,1
fuel_1500,20,45,395,14:35,585.4,17:45,645.102789,0
fuel_1500,21,46,395,14:35,585.4,17:45,645.141156,0
fuel_1500,22,47,300,13:00,358.2,13:58,493.857473,0
fuel_1500,23,48,300,13:00,358.2,13:58,493.830036,0
fuel_1500,24,49,300,13:00,358.2,13:58,493.757112,0
fuel_1500,25,50,478,15:58,669.0,19:09,625.793066,0
fuel_1500,26,51,478,15:58,669.0,19:09,619.4639,0
fuel_1500,27,52,478,15:58,669.0,19:09,625.71687,0
fuel_1500,28,53,324,13:24,693.0,19:33,955.348258,0
fuel_1500,29,54,621,18:21,695.7,19:36,517.04504,0
fuel_1500,30,55,438,15:18,703.2,19:43,781.93163,0
fuel_1500,31,56,300,13:00,579.2,17:39,858.441358,0
fuel_1500,32,57,364,14:04,471.4,15:51,566.517102,0
fuel_1500,33,58,364,14:04,471.4,15:51,569.401647,0
fuel_1500,34,59,364,14:04,471.4,15:51,566.509747,0
fuel_1500,35,60,364,14:04,471.4,15:51,566.48008,0
fuel_1500,36,61,364,14:04,471.4,15:51,570.48513,0
fuel_1500,37,62,114,09:54,196.2,11:16,505.666523,0
fuel_1500,38,63,200,11:20,432.0,15:12,727.137721,0
fuel_1500,39,64,463,15:43,667.5,19:08,652.336272,0
fuel_1500,40,65,463,15:43,667.5,19:08,645.857151,0
fuel_1500,41,66,463,15:43,667.5,19:08,645.380302,0
fuel_1500,42,67,463,15:43,667.5,19:08,646.515741,0
fuel_1500,43,68,649,18:49,803.1,21:23,687.551848,1
fuel_1500,44,69,649,18:49,803.1,21:23,687.630745,1
fuel_1500,45,70,649,18:49,803.1,21:23,687.644806,1
fuel_1500,46,71,271,12:31,490.7,16:11,774.367384,0
fuel_1500,47,72,271,12:31,490.7,16:11,774.497315,0
fuel_3000,1,73,354,13:54,830.7,21:51,928.222894,1
fuel_3000,2,74,103,09:43,306.8,13:07,611.86253,0
fuel_3000,3,75,375,14:15,720.2,20:00,832.743072,0
fuel_3000,4,76,480,16:00,656.3,18:56,591.907881,0
fuel_3000,5,77,458,15:38,689.5,19:30,710.232057,0
fuel_3000,6,78,227,11:47,443.4,15:23,717.763484,0
fuel_3000,7,79,637,18:37,694.8,19:35,491.73863,0
fuel_3000,8,80,311,13:11,492.3,16:12,733.902914,0
fuel_3000,9,81,65,09:05,310.9,13:11,684.277203,0
fuel_3000,10,82,662,19:02,811.1,21:31,685.766808,1
fuel_3000,11,83,401,14:41,683.7,19:24,769.435418,0
fuel_3000,12,84,630,18:30,758.9,20:39,631.018432,0
fuel_3000,13,85,81,09:21,345.7,13:46,718.191356,0
fuel_3000,14,86,162,10:42,518.7,16:39,796.960053,0
fuel_3000,15,87,292,12:52,583.6,17:44,799.947233,0
fuel_3000,16,88,142,10:22,336.9,13:37,636.216016,0
fuel_3000,17,89,283,12:43,481.0,16:01,752.234791,0
fuel_3000,18,90,151,10:31,325.3,13:25,590.956614,0
fuel_3000,19,91,151,10:31,325.3,13:25,592.90431,0
fuel_3000,20,92,151,10:31,325.3,13:25,592.936346,0
fuel_3000,21,93,151,10:31,325.3,13:25,592.944248,0
fuel_3000,22,94,644,18:44,857.4,22:17,793.111681,1
fuel_3000,23,95,644,18:44,867.0,22:27,821.619597,1
fuel_3000,24,96,446,15:26,677.7,19:18,704.629496,0
fuel_3000,25,97,446,15:26,677.7,19:18,704.629496,0
fuel_3000,26,98,410,14:50,702.8,19:43,799.206934,0
fuel_3000,27,99,60,09:00,337.7,13:38,762.605024,0
fuel_3000,28,100,100,09:40,655.0,18:55,896.757284,0
fuel_3000,29,101,395,14:35,585.4,17:45,642.487116,0
fuel_3000,30,102,110,09:50,476.5,15:56,866.886649,0
fuel_3000,31,103,92,09:32,377.4,14:17,788.881117,0
fuel_3000,32,104,476,15:56,658.4,18:58,608.626578,0
fuel_3000,33,105,476,15:56,658.4,18:58,608.656856,0
fuel_3000,34,106,476,15:56,658.4,18:58,604.079959,0
fuel_3000,35,107,646,18:46,838.3,21:58,797.432425,1
fuel_3000,36,108,646,18:46,838.3,21:58,797.434203,1
fuel_3000,37,109,621,18:21,695.7,19:36,517.008589,0
fuel_3000,38,110,621,18:21,786.7,21:07,621.838421,1
fuel_3000,39,111,438,15:18,703.2,19:43,781.972123,0
fuel_3000,40,112,438,15:18,703.2,19:43,781.991,0
fuel_3000,41,113,438,15:18,703.2,19:43,781.952118,0
fuel_3000,42,114,300,13:00,579.2,17:39,858.522252,0
fuel_3000,43,115,96,09:36,467.1,15:47,874.181917,0
fuel_3000,44,116,83,09:23,381.1,14:21,869.860211,0
fuel_3000,45,117,83,09:23,381.1,14:21,869.657711,0
fuel_3000,46,118,114,09:54,196.2,11:16,505.646509,0
fuel_3000,47,119,128,10:08,346.8,13:47,631.576232,0
fuel_3000,48,120,114,09:54,196.2,11:16,505.669713,0
fuel_3000,49,121,664,19:04,808.6,21:29,675.889124,1
fuel_3000,50,122,664,19:04,808.6,21:29,672.993278,1
fuel_3000,51,123,664,19:04,808.6,21:29,675.891804,1
fuel_3000,52,124,456,15:36,671.6,19:12,673.740346,0
fuel_3000,53,125,456,15:36,671.6,19:12,669.148156,0
fuel_3000,54,126,456,15:36,671.6,19:12,673.690498,0
fuel_3000,55,127,314,13:14,458.6,15:39,671.323367,0
fuel_3000,56,128,314,13:14,458.6,15:39,673.459423,0
fuel_3000,57,129,314,13:14,458.6,15:39,673.460869,0
fuel_3000,58,130,649,18:49,803.1,21:23,686.460144,1
fuel_3000,59,131,300,13:00,593.5,17:54,834.417124,0
fuel_3000,60,132,271,12:31,483.5,16:04,753.090772,0
