generation,particle_id,source_mode,operator_name,destroy_ratio,construction_temperature,candidate_total_cost,candidate_route_count,candidate_single_stop_route_count,candidate_label,candidate_is_balanced_best,archive_injected_route_count,accepted_current,accepted_pbest,accepted_gbest
4,0,personal_best,mandatory_split_cluster_remove,0.237627,1.672997,90420.367946,133.0,93.0,pass1,0,27,1,1,0
4,1,personal_best,worst_cost_remove,0.118832,0.911548,90557.268842,133.0,95.0,candidate,1,27,0,0,0
4,2,global_best_cost,worst_cost_remove,0.183045,1.106079,90166.051251,133.0,95.0,pass1,0,27,1,1,1
4,3,global_best_balanced,random_remove,0.192984,1.058451,90494.061723,133.0,95.0,pass2,0,21,0,0,0
4,4,global_best_cost,random_remove,0.215435,1.069859,90178.213065,133.0,94.0,pass1,0,21,1,1,0
4,5,global_best_balanced,late_route_remove,0.227209,1.032041,90188.72096,133.0,95.0,pass2,0,21,0,0,0
4,6,personal_best,worst_cost_remove,0.159719,0.703823,90253.209843,133.0,92.0,candidate,0,21,0,0,0
4,7,personal_best,worst_cost_remove,0.224859,0.857491,90557.268842,133.0,95.0,candidate,1,21,0,0,0
5,0,global_best_balanced,cluster_remove,0.236857,1.667372,90557.268842,133.0,95.0,candidate,1,21,0,0,0
5,1,personal_best,late_route_remove,0.1139,0.892089,90494.061723,133.0,95.0,pass2,0,21,1,1,0
5,2,global_best_cost,mandatory_split_cluster_remove,0.189454,1.137532,90166.051251,133.0,95.0,pass1,0,21,0,0,0
5,3,global_best_cost,typed_route_merge_remove,0.19078,1.048295,90166.051251,133.0,95.0,pass1,0,21,1,1,0
5,4,personal_best,random_remove,0.216828,1.0764,,,,,0,0,0,0,0
5,5,current,random_remove,0.216565,0.985084,,,,,0,0,0,0,0
5,6,global_best_cost,cluster_remove,0.166449,0.724855,90166.051251,133.0,95.0,candidate,0,21,1,1,0
5,7,global_best_balanced,cluster_remove,0.242279,0.925401,90557.268842,133.0,95.0,pass1,1,21,0,0,0
6,0,global_best_balanced,cluster_remove,0.238572,1.679933,90557.268842,133.0,95.0,pass1,1,21,0,0,0
6,1,global_best_cost,cluster_remove,0.113209,0.889399,90166.051251,133.0,95.0,pass1,0,21,1,1,0
6,2,personal_best,random_remove,0.190021,1.140355,,,,,0,0,0,0,0
6,3,current,typed_route_merge_remove,0.210985,1.14518,90166.051251,133.0,95.0,pass1,0,21,0,0,0
6,4,personal_best,random_remove,0.226653,1.12368,90192.753844,133.0,94.0,pass1,0,21,0,0,0
6,5,global_best_balanced,cluster_remove,0.216927,0.986646,90557.268842,133.0,95.0,candidate,1,21,0,0,0
6,6,global_best_balanced,worst_cost_remove,0.169985,0.736153,90557.268842,133.0,95.0,candidate,1,21,0,0,0
6,7,current,random_remove,0.25,0.969998,90557.268842,133.0,95.0,pass1,1,21,0,0,0
