route_key,vehicle_type,unit_ids,unit_count,best_cost,current_cover_cost,current_cover_route_count,current_cost_saving,single_stop_flag,big_route_flag,mixed_big_route_flag,piggyback_big_route_flag,promotion_like_big_route_flag,blocking_big_flexible_route_flag,blocking_big_flexible_unit_count,avg_time_window_overlap_min,candidate_score,coupled_candidate_score,archive_support_count,pheromone_support_score,candidate_family,pool_pass,roles,selected_in_pass1,selected_in_pass2,selected_in_pass3,selected_in_final,selected_in_cost_best,selected_in_balanced_best
"ev_1250|14,7",ev_1250,"14,7",2,460.092791,1242.811999,2,782.719208,0,0,0,0,0,0,0,52.0,793.719501,799.264679,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
ev_1250|140,ev_1250,140,1,489.134888,788.48279,1,299.347902,1,0,0,0,0,0,0,0.0,299.347902,304.89308,0,1.0,support,base,singleton,0,0,0,0,0,0
ev_1250|141,ev_1250,141,1,489.152301,489.152301,1,0.0,1,0,0,0,0,0,0,0.0,0.0,83.346007,4,0.519302,seed_current,base,"current,seed,singleton",1,1,0,1,1,1
ev_1250|15,ev_1250,15,1,527.532439,912.464373,1,384.931934,1,0,0,0,0,0,0,0.0,384.931934,390.477112,0,1.0,support,base,singleton,0,0,0,0,0,0
"ev_1250|15,44",ev_1250,"15,44",2,550.059673,1483.633768,2,933.574095,0,0,0,0,0,0,0,0.0,932.561463,938.106641,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|15,46",ev_1250,"15,46",2,532.395272,1772.495043,2,1240.099771,0,0,0,0,0,0,0,66.0,1255.42769,1260.972868,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
ev_1250|154,ev_1250,154,1,468.025075,468.025075,1,0.0,1,0,0,0,0,0,0,0.0,0.0,83.346007,4,0.519302,seed_current,base,"current,seed,singleton",1,1,0,1,1,1
ev_1250|156,ev_1250,156,1,468.018465,468.018465,1,0.0,1,0,0,0,0,0,0,0.0,0.0,83.346007,4,0.519302,seed_current,base,"current,seed,singleton",1,1,0,1,1,1
ev_1250|16,ev_1250,16,1,482.566413,762.620389,1,280.053976,1,0,0,0,0,0,0,0.0,280.053976,285.599153,0,1.0,support,base,singleton,0,0,0,0,0,0
"ev_1250|16,40",ev_1250,"16,40",2,526.822401,1358.994267,2,832.171867,0,0,0,0,0,0,0,53.0,842.855963,848.401141,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|16,93",ev_1250,"16,93",2,556.584275,1544.077874,2,987.493599,0,0,0,0,0,0,0,59.0,999.200856,1004.746033,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
ev_1250|164,ev_1250,164,1,516.621638,516.621638,1,0.0,1,0,0,0,0,0,0,0.0,0.0,83.346007,4,0.519302,seed_current,base,"current,seed,singleton",1,1,0,1,1,1
ev_1250|165,ev_1250,165,1,505.534971,654.245023,1,148.710052,1,0,0,0,0,0,0,0.0,148.710052,150.657388,0,0.275601,support,base,singleton,0,0,0,0,0,0
"ev_1250|165,50",ev_1250,"165,50",2,551.805659,1256.265677,2,704.460018,0,0,0,0,0,0,0,82.0,721.40551,726.950688,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|165,9",ev_1250,"165,9",2,556.253971,1256.265677,2,700.011706,0,0,0,0,0,0,0,69.0,714.777287,720.322464,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|165,9,50",ev_1250,"165,9,50",3,583.169454,1256.265677,2,673.096223,0,0,0,0,0,0,0,73.666667,688.677843,694.223021,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
ev_1250|167,ev_1250,167,1,503.502006,654.245023,1,150.743017,1,0,0,0,0,0,0,0.0,150.743017,152.989654,0,0.324228,support,base,singleton,0,0,0,0,0,0
"ev_1250|167,165",ev_1250,"167,165",2,607.151524,654.245023,1,47.093499,0,0,0,0,0,0,0,0.0,46.531311,50.478144,0,0.6378,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|167,43",ev_1250,"167,43",2,516.011442,1527.908411,2,1011.896969,0,0,0,0,0,0,0,27.0,1016.801468,1022.346645,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
ev_1250|168,ev_1250,168,1,513.543556,513.543556,1,0.0,1,0,0,0,0,0,0,0.0,0.0,83.346007,4,0.519302,seed_current,base,"current,seed,singleton",1,1,0,1,1,1
ev_1250|169,ev_1250,169,1,513.540153,513.540153,1,0.0,1,0,0,0,0,0,0,0.0,0.0,83.346007,4,0.519302,seed_current,base,"current,seed,singleton",1,1,0,1,1,1
ev_1250|17,ev_1250,17,1,468.513858,539.796338,1,71.28248,1,0,0,0,0,0,0,0.0,71.28248,76.827657,0,1.0,support,base,singleton,0,0,0,0,0,0
ev_1250|174,ev_1250,174,1,503.836457,503.836457,1,0.0,1,0,0,0,0,0,0,0.0,0.0,85.70508,4,1.040378,seed_current,base,"current,seed,singleton",1,1,0,1,1,1
"ev_1250|174,48",ev_1250,"174,48",2,551.346865,1075.005851,2,523.658987,0,0,0,0,0,0,0,69.0,537.810503,583.436031,2,1.020189,flex_small,base,"cluster_flex_small,flex_small",0,0,0,0,0,0
ev_1250|19,ev_1250,19,1,487.537605,1007.788872,1,520.251267,1,0,0,0,0,0,0,0.0,520.251267,523.326908,0,0.468814,support,base,singleton,0,0,0,0,0,0
"ev_1250|19,38",ev_1250,"19,38",2,524.273569,1726.105409,2,1201.83184,0,0,0,0,0,0,0,52.0,1210.897089,1216.442267,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|19,39",ev_1250,"19,39",2,486.06046,1920.253245,2,1434.192786,0,0,0,0,0,0,0,37.0,1441.533932,1447.07911,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|19,41",ev_1250,"19,41",2,513.894014,1629.026349,2,1115.132335,0,0,0,0,0,0,0,39.0,1120.192827,1124.598151,0,0.734407,flex_small,base,flex_small,0,0,0,0,0,0
ev_1250|3,ev_1250,3,1,462.990488,539.796338,1,76.805849,1,0,0,0,0,0,0,0.0,76.805849,79.391004,0,0.381465,support,base,singleton,0,0,0,0,0,0
"ev_1250|3,165",ev_1250,"3,165",2,505.664682,1194.041361,2,688.376679,0,0,0,0,0,0,0,58.0,700.474966,704.421798,0,0.6378,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|3,50",ev_1250,"3,50",2,529.446325,1141.816992,2,612.370667,0,0,0,0,0,0,0,58.0,623.386879,627.588173,0,0.690732,flex_small,base,flex_small,0,0,0,0,0,0
ev_1250|33,ev_1250,33,1,472.477881,725.516505,1,253.038624,1,0,0,0,0,0,0,0.0,253.038624,256.798912,0,0.600052,support,base,singleton,0,0,0,0,0,0
ev_1250|36,ev_1250,36,1,413.610515,756.066567,1,342.456053,1,0,0,0,0,0,0,0.0,342.456053,344.506105,0,0.292084,support,base,singleton,0,0,0,0,0,0
"ev_1250|36,43",ev_1250,"36,43",2,592.744047,1629.729955,2,1036.985908,0,0,0,0,0,0,0,53.0,1040.063898,1045.609075,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|36,49",ev_1250,"36,49",2,510.764593,1616.097237,2,1105.332644,0,0,0,0,0,0,0,55.0,1112.458073,1116.88668,0,0.739462,flex_small,base,flex_small,0,0,0,0,0,0
ev_1250|38,ev_1250,38,1,449.615786,718.316537,1,268.700751,1,0,0,0,0,0,0,0.0,268.700751,274.245929,0,1.0,support,base,singleton,0,0,0,0,0,0
"ev_1250|38,39",ev_1250,"38,39",2,479.026932,1630.78091,2,1151.753978,0,0,0,0,0,0,0,56.0,1161.799622,1167.344799,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|38,39,49",ev_1250,"38,39,49",3,533.089444,2490.811579,3,1957.722135,0,0,0,0,0,0,0,18.666667,1959.615567,1965.160745,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|38,41",ev_1250,"38,41",2,464.386057,1339.554014,2,875.167957,0,0,0,0,0,0,0,58.0,885.731583,891.27676,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|38,41,39",ev_1250,"38,41,39",3,610.536018,2252.018387,3,1641.482368,0,0,0,0,0,0,0,62.333333,1653.003041,1658.548218,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|38,41,49",ev_1250,"38,41,49",3,527.92863,2199.584683,3,1671.656053,0,0,0,0,0,0,0,19.333333,1673.693394,1679.238571,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|38,49",ev_1250,"38,49",2,515.352868,1578.347206,2,1062.994338,0,0,0,0,0,0,0,0.0,1062.688271,1068.233449,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|38,7",ev_1250,"38,7",2,474.675262,1349.554165,2,874.878903,0,0,0,0,0,0,0,0.0,872.69909,878.244268,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|38,8",ev_1250,"38,8",2,463.994221,1402.715102,2,938.720881,0,0,0,0,0,0,0,50.0,950.236905,955.782083,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|38,8,39",ev_1250,"38,8,39",3,473.607169,2315.179476,3,1841.572307,0,0,0,0,0,0,0,47.0,1850.954465,1856.499643,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
ev_1250|39,ev_1250,39,1,439.511314,912.464373,1,472.953059,1,0,0,0,0,0,0,0.0,472.953059,478.498236,0,1.0,support,base,singleton,0,0,0,0,0,0
"ev_1250|39,14",ev_1250,"39,14",2,440.204259,1524.038744,2,1083.834485,0,0,0,0,0,0,0,3.0,1083.737389,1089.282566,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
ev_1250|40,ev_1250,40,1,528.747285,596.373879,1,67.626593,1,0,0,0,0,0,0,0.0,67.626593,73.171771,0,1.0,support,base,singleton,0,0,0,0,0,0
"ev_1250|40,14",ev_1250,"40,14",2,548.771505,1207.948249,2,659.176744,0,0,0,0,0,0,0,70.0,671.805189,677.350366,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|40,15",ev_1250,"40,15",2,539.099571,1508.838252,2,969.738681,0,0,0,0,0,0,0,0.0,969.025521,974.570698,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|40,15,46",ev_1250,"40,15,46",3,544.165786,2368.868921,3,1824.703135,0,0,0,0,0,0,0,22.0,1829.129814,1834.674991,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|40,44",ev_1250,"40,44",2,580.88013,1167.543273,2,586.663143,0,0,0,0,0,0,0,0.0,586.166598,591.711776,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|40,46",ev_1250,"40,46",2,532.088728,1456.404548,2,924.315819,0,0,0,0,0,0,0,0.0,922.981098,928.526275,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|40,46,44",ev_1250,"40,46,44",3,581.934402,2027.573943,3,1445.639541,0,0,0,0,0,0,0,0.0,1444.702143,1450.24732,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
ev_1250|41,ev_1250,41,1,420.346549,621.237477,1,200.890928,1,0,0,0,0,0,0,0.0,200.890928,202.967653,0,0.296399,support,base,singleton,0,0,0,0,0,0
"ev_1250|41,36",ev_1250,"41,36",2,449.635954,1377.304044,2,927.66809,0,0,0,0,0,0,0,0.0,926.610548,930.608017,0,0.6482,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|41,39",ev_1250,"41,39",2,479.748367,1533.70185,2,1053.953483,0,0,0,0,0,0,0,73.0,1067.90623,1073.451407,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
ev_1250|42,ev_1250,42,1,514.129212,955.607302,1,441.478091,1,0,0,0,0,0,0,0.0,441.478091,447.023268,0,1.0,support,base,singleton,0,0,0,0,0,0
"ev_1250|42,9",ev_1250,"42,9",2,566.069933,1557.627956,2,991.558023,0,0,0,0,0,0,0,0.0,990.863629,996.408807,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|42,9,165",ev_1250,"42,9,165",3,558.791782,2211.872979,3,1653.081197,0,0,0,0,0,0,0,23.0,1657.155154,1662.700331,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|42,9,50",ev_1250,"42,9,50",3,571.143053,1557.627956,2,986.484903,0,0,0,0,0,0,0,23.333333,990.188048,995.733225,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
ev_1250|43,ev_1250,43,1,494.462579,873.663387,1,379.200809,1,0,0,0,0,0,0,0.0,379.200809,384.745986,0,1.0,support,base,singleton,0,0,0,0,0,0
"ev_1250|43,174",ev_1250,"43,174",2,575.968446,1377.499844,2,801.531398,0,0,0,0,0,0,0,44.0,804.983041,810.528219,0,1.0,flex_small,base,cluster_flex_small,0,0,0,0,0,0
ev_1250|44,ev_1250,44,1,478.633839,571.169395,1,92.535556,1,0,0,0,0,0,0,0.0,92.535556,98.080734,0,1.0,support,base,singleton,0,0,0,0,0,0
ev_1250|46,ev_1250,46,1,512.175922,860.030669,1,347.854747,1,0,0,0,0,0,0,0.0,347.854747,353.399925,0,1.0,support,base,singleton,0,0,0,0,0,0
ev_1250|47,ev_1250,47,1,468.084004,796.485757,1,328.401753,1,0,0,0,0,0,0,0.0,328.401753,333.946931,0,1.0,support,base,singleton,0,0,0,0,0,0
"ev_1250|47,174",ev_1250,"47,174",2,501.244907,1300.322214,2,799.077306,0,0,0,0,0,0,0,0.0,797.66038,843.285908,2,1.020189,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|47,46",ev_1250,"47,46",2,506.773758,1656.516426,2,1149.742668,0,0,0,0,0,0,0,65.0,1163.598423,1169.143601,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|47,67",ev_1250,"47,67",2,588.10382,1548.521475,2,960.417654,0,0,0,0,0,0,0,0.0,959.572038,965.117216,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
ev_1250|48,ev_1250,48,1,542.378682,571.169395,1,28.790713,1,0,0,0,0,0,0,0.0,28.790713,34.33589,0,1.0,support,base,singleton,0,0,0,0,0,0
"ev_1250|48,12",ev_1250,"48,12",2,528.667881,1480.212878,2,951.544997,0,0,0,0,0,0,0,0.0,951.119724,956.664901,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|48,12,44",ev_1250,"48,12,44",3,523.700388,1480.212878,2,956.51249,0,0,0,0,0,0,0,10.666667,958.694842,964.24002,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|48,44",ev_1250,"48,44",2,528.865539,571.169395,1,42.303856,0,0,0,0,0,0,0,0.0,41.83451,47.379687,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
ev_1250|49,ev_1250,49,1,483.797452,860.030669,1,376.233218,1,0,0,0,0,0,0,0.0,376.233218,379.363736,0,0.478924,support,base,singleton,0,0,0,0,0,0
"ev_1250|49,1",ev_1250,"49,1",2,499.334003,1789.374128,2,1290.040125,0,0,0,0,0,0,0,38.0,1298.340793,1302.915328,0,0.771483,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|49,1,61",ev_1250,"49,1,61",3,579.827369,2582.341346,3,2002.513977,0,0,0,0,0,0,0,12.666667,2004.344819,2009.889997,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|49,174",ev_1250,"49,174",2,530.055479,1363.867126,2,833.811647,0,0,0,0,0,0,0,46.0,841.76131,846.189916,0,0.739462,flex_small,base,cluster_flex_small,0,0,0,0,0,0
"ev_1250|49,43",ev_1250,"49,43",2,527.248893,1733.694057,2,1206.445163,0,0,0,0,0,0,0,79.0,1220.812623,1226.3578,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|49,69",ev_1250,"49,69",2,513.796445,1789.374128,2,1275.577683,0,0,0,0,0,0,0,0.0,1275.174504,1280.719681,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
ev_1250|50,ev_1250,50,1,543.232616,602.020654,1,58.788037,1,0,0,0,0,0,0,0.0,58.788037,64.333215,0,1.0,support,base,singleton,0,0,0,0,0,0
"ev_1250|50,9",ev_1250,"50,9",2,572.02469,602.020654,1,29.995964,0,0,0,0,0,0,0,70.0,45.029752,50.57493,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
ev_1250|61,ev_1250,61,1,473.564502,792.967218,1,319.402716,1,0,0,0,0,0,0,0.0,319.402716,324.947894,0,1.0,support,base,singleton,0,0,0,0,0,0
ev_1250|62,ev_1250,62,1,476.67185,476.67185,1,0.0,1,0,0,0,0,0,0,0.0,0.0,83.346007,4,0.519302,seed_current,base,"current,seed,singleton",1,1,0,1,1,1
ev_1250|67,ev_1250,67,1,488.911729,752.035718,1,263.123989,1,0,0,0,0,0,0,0.0,263.123989,268.669166,0,1.0,support,base,singleton,0,0,0,0,0,0
"ev_1250|67,165",ev_1250,"67,165",2,553.554333,1406.280741,2,852.726408,0,0,0,0,0,0,0,68.0,864.847828,870.393006,0,1.0,flex_small,base,"cluster_flex_small,flex_small",0,0,0,0,0,0
"ev_1250|67,50",ev_1250,"67,50",2,590.30384,1354.056371,2,763.752531,0,0,0,0,0,0,0,68.0,774.577189,780.122367,0,1.0,flex_small,base,cluster_flex_small,0,0,0,0,0,0
ev_1250|68,ev_1250,68,1,495.67368,495.67368,1,0.0,1,0,0,0,0,0,0,0.0,0.0,83.346007,4,0.519302,seed_current,base,"current,seed,singleton",1,1,0,1,1,1
ev_1250|69,ev_1250,69,1,477.785428,929.343459,1,451.55803,1,0,0,0,0,0,0,0.0,451.55803,457.103208,0,1.0,support,base,singleton,0,0,0,0,0,0
"ev_1250|69,0",ev_1250,"69,0",2,478.45842,1757.979545,2,1279.521125,0,0,0,0,0,0,0,0.0,1278.009805,1283.554983,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|69,17",ev_1250,"69,17",2,490.854789,1469.139796,2,978.285007,0,0,0,0,0,0,0,0.0,977.768394,983.313571,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
ev_1250|7,ev_1250,7,1,459.501922,631.237628,1,171.735707,1,0,0,0,0,0,0,0.0,171.735707,177.280884,0,1.0,support,base,singleton,0,0,0,0,0,0
ev_1250|74,ev_1250,74,1,551.849174,551.849174,1,0.0,1,0,0,0,0,0,0,0.0,0.0,83.346007,4,0.519302,seed_current,base,"current,seed,singleton",1,1,0,1,1,1
ev_1250|78,ev_1250,78,1,497.879508,497.879508,1,0.0,1,0,0,0,0,0,0,0.0,0.0,83.346007,4,0.519302,seed_current,base,"current,seed,singleton",1,1,0,1,1,1
ev_1250|8,ev_1250,8,1,459.963921,684.398566,1,224.434645,1,0,0,0,0,0,0,0.0,224.434645,229.979822,0,1.0,support,base,singleton,0,0,0,0,0,0
"ev_1250|8,14",ev_1250,"8,14",2,458.542494,1295.972936,2,837.430442,0,0,0,0,0,0,0,0.0,835.476898,841.022075,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|8,19",ev_1250,"8,19",2,504.674978,1692.187438,2,1187.51246,0,0,0,0,0,0,0,76.0,1203.429915,1208.975093,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|8,39",ev_1250,"8,39",2,469.980159,1596.862939,2,1126.88278,0,0,0,0,0,0,0,35.0,1133.467588,1139.012765,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|8,41",ev_1250,"8,41",2,463.835033,1305.636042,2,841.801009,0,0,0,0,0,0,0,37.0,847.746526,853.291703,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|8,49",ev_1250,"8,49",2,520.746679,1544.429235,2,1023.682556,0,0,0,0,0,0,0,0.0,1022.194898,1027.740075,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|8,69",ev_1250,"8,69",2,589.957996,1613.742024,2,1023.784028,0,0,0,0,0,0,0,0.0,1023.106796,1028.651973,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
ev_1250|81,ev_1250,81,1,460.449519,617.970222,1,157.520703,1,0,0,0,0,0,0,0.0,157.520703,160.86671,0,0.519302,support,base,singleton,0,0,0,0,0,0
ev_1250|83,ev_1250,83,1,460.453509,617.983973,1,157.530463,1,0,0,0,0,0,0,0.0,157.530463,160.87647,0,0.519302,support,base,singleton,0,0,0,0,0,0
ev_1250|85,ev_1250,85,1,468.786419,752.035718,1,283.249298,1,0,0,0,0,0,0,0.0,283.249298,286.595305,0,0.519302,support,base,singleton,0,0,0,0,0,0
"ev_1250|85,17",ev_1250,"85,17",2,481.465239,1291.832056,2,810.366816,0,0,0,0,0,0,0,0.0,809.338296,814.883474,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|85,50",ev_1250,"85,50",2,571.971626,1354.056371,2,782.084745,0,0,0,0,0,0,0,0.0,772.757759,777.278682,0,0.759651,flex_small,base,cluster_flex_small,0,0,0,0,0,0
"ev_1250|85,9",ev_1250,"85,9",2,569.787078,1354.056371,2,784.269293,0,0,0,0,0,0,0,0.0,776.989288,781.510211,0,0.759651,flex_small,base,cluster_flex_small,0,0,0,0,0,0
ev_1250|86,ev_1250,86,1,472.578802,472.578802,1,0.0,1,0,0,0,0,0,0,0.0,0.0,83.346007,4,0.519302,seed_current,base,"current,seed,singleton",1,1,0,1,1,1
ev_1250|87,ev_1250,87,1,472.578177,472.578177,1,0.0,1,0,0,0,0,0,0,0.0,0.0,83.346007,4,0.519302,seed_current,base,"current,seed,singleton",1,1,0,1,1,1
ev_1250|88,ev_1250,88,1,472.577601,472.577601,1,0.0,1,0,0,0,0,0,0,0.0,0.0,83.346007,4,0.519302,seed_current,base,"current,seed,singleton",1,1,0,1,1,1
ev_1250|9,ev_1250,9,1,566.926667,602.020654,1,35.093987,1,0,0,0,0,0,0,0.0,35.093987,40.639164,0,1.0,support,base,singleton,0,0,0,0,0,0
"ev_1250|9,67",ev_1250,"9,67",2,586.992773,1354.056371,2,767.063599,0,0,0,0,0,0,0,61.0,777.360361,782.905539,0,1.0,flex_small,base,"cluster_flex_small,flex_small",0,0,0,0,0,0
ev_1250|92,ev_1250,92,1,501.923836,555.331338,1,53.407503,1,0,0,0,0,0,0,0.0,53.407503,56.373328,0,0.448789,support,base,singleton,0,0,0,0,0,0
ev_1250|93,ev_1250,93,1,491.485156,781.457485,1,289.972329,1,0,0,0,0,0,0,0.0,289.972329,295.517507,0,1.0,support,base,singleton,0,0,0,0,0,0
"ev_1250|93,15",ev_1250,"93,15",2,520.568398,1693.921858,2,1173.353461,0,0,0,0,0,0,0,0.0,1172.659521,1178.204699,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|93,15,46",ev_1250,"93,15,46",3,525.101428,2553.952528,3,2028.8511,0,0,0,0,0,0,0,22.0,2033.337478,2038.882656,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
"ev_1250|93,40",ev_1250,"93,40",2,514.225857,1377.831364,2,863.605507,0,0,0,0,0,0,0,53.0,876.671687,882.216864,0,1.0,flex_small,base,flex_small,0,0,0,0,0,0
