generation,particle_id,source_mode,operator_name,destroy_ratio,construction_temperature,candidate_total_cost,candidate_route_count,candidate_single_stop_route_count,candidate_label,candidate_is_balanced_best,archive_injected_route_count,accepted_current,accepted_pbest,accepted_gbest
3,1,global_best_balanced,late_route_remove,0.074724,0.751577,87191.831751,132.0,97.0,pass1,0,24,1,1,1
3,2,current,worst_cost_remove,0.133389,0.890098,87434.967826,132.0,97.0,candidate,0,22,0,0,0
3,3,global_best_balanced,random_remove,0.25,2.0,,,,,0,0,0,0,0
3,4,current,typed_route_merge_remove,0.114908,0.689163,87399.929742,132.0,96.0,pass1,0,22,0,0,0
3,5,personal_best,late_route_remove,0.215101,0.978795,87416.98865,132.0,97.0,pass1,0,22,1,1,0
3,6,current,random_remove,0.216113,0.90077,87467.649269,132.0,98.0,pass1,0,22,0,0,0
3,7,personal_best,typed_route_merge_remove,0.245685,0.939292,87446.917526,132.0,97.0,pass1,0,22,0,0,0
3,8,current,worst_cost_remove,0.119902,0.631124,87366.830558,132.0,97.0,pass1,0,22,1,1,0
3,9,global_best_balanced,mandatory_split_cluster_remove,0.25,1.056629,87337.040754,132.0,97.0,pass1,0,22,1,1,0
3,10,global_best_balanced,cluster_remove,0.239067,0.962114,87337.040754,132.0,97.0,pass1,0,22,1,1,0
3,11,current,cluster_remove,0.221949,1.76902,87337.040754,132.0,97.0,candidate,0,22,0,0,0
4,0,current,worst_cost_remove,0.05,0.2,87278.422947,132.0,98.0,candidate,0,22,0,0,0
4,1,personal_best,late_route_remove,0.05,0.375107,87191.831751,132.0,97.0,pass1,0,22,0,0,0
4,2,global_best_cost,random_remove,0.140105,0.91664,87487.133202,133.0,99.0,pass1,0,22,0,0,0
4,3,personal_best,typed_route_merge_remove,0.237981,1.897548,87552.736767,133.0,99.0,pass1,0,22,1,1,0
4,4,current,late_route_remove,0.144126,0.783137,87399.929742,132.0,96.0,pass1,0,22,0,0,0
4,5,global_best_balanced,late_route_remove,0.18893,0.872904,87170.101369,132.0,96.0,pass1,0,22,1,1,1
4,6,current,worst_cost_remove,0.229655,0.955749,87399.929742,132.0,96.0,candidate,0,22,0,0,0
4,7,current,worst_cost_remove,0.25,0.982428,87446.917526,132.0,97.0,candidate,0,22,0,0,0
4,8,global_best_cost,typed_route_merge_remove,0.135736,0.676394,87170.101369,132.0,96.0,pass1,0,22,1,1,0
4,9,current,typed_route_merge_remove,0.243904,1.028823,87337.040754,132.0,97.0,candidate,0,22,0,0,0
4,10,global_best_balanced,late_route_remove,0.209239,0.844408,87191.831751,132.0,97.0,pass1,0,22,1,1,0
4,11,global_best_balanced,cluster_remove,0.231744,1.846475,87337.040754,132.0,97.0,pass1,0,22,0,0,0
5,0,current,cluster_remove,0.05,0.2,87278.422947,132.0,98.0,pass1,0,22,0,0,0
5,1,global_best_cost,mandatory_split_cluster_remove,0.25,2.0,87170.101369,132.0,96.0,pass1,0,22,1,1,0
5,2,global_best_balanced,late_route_remove,0.133815,0.89176,87146.930496,132.0,97.0,pass1,1,22,1,1,1
5,3,personal_best,cluster_remove,0.239238,1.908014,87518.872611,133.0,100.0,pass1,0,23,1,1,0
5,4,current,late_route_remove,0.150728,0.806086,87536.070864,133.0,99.0,pass1,0,23,0,0,0
5,5,current,late_route_remove,0.206648,0.94326,87111.929334,132.0,98.0,pass1,0,23,1,1,1
5,6,current,random_remove,0.221418,0.921919,,,,,0,0,0,0,0
5,7,global_best_balanced,worst_cost_remove,0.243592,0.955269,87146.930496,132.0,97.0,candidate,1,20,1,1,0
5,8,personal_best,worst_cost_remove,0.120189,0.631915,87125.200114,132.0,96.0,pass1,1,20,1,1,0
5,9,current,typed_route_merge_remove,0.25,2.0,87146.930496,132.0,97.0,pass1,0,22,1,1,0
5,10,global_best_balanced,late_route_remove,0.198108,0.804272,87146.930496,132.0,97.0,pass1,0,22,1,1,0
5,11,personal_best,late_route_remove,0.237171,1.890841,87094.200133,132.0,98.0,pass1,1,22,1,1,1
6,0,global_best_cost,cluster_remove,0.058287,0.207384,87094.200133,132.0,98.0,pass1,1,22,1,1,0
6,1,current,mandatory_split_cluster_remove,0.23968,1.911705,87094.200133,132.0,98.0,pass1,1,22,1,1,0
6,2,current,cluster_remove,0.133995,0.892463,87094.200133,132.0,98.0,pass1,1,22,1,1,0
6,3,global_best_cost,typed_route_merge_remove,0.23845,1.901446,87094.200133,132.0,98.0,pass1,1,22,1,1,0
6,4,global_best_balanced,random_remove,0.15172,0.809592,87094.200133,132.0,98.0,pass1,1,22,1,1,0
6,5,global_best_balanced,late_route_remove,0.120531,0.647149,87094.200133,132.0,98.0,pass1,1,22,1,1,0
6,6,current,cluster_remove,0.222462,0.92614,87399.929742,132.0,96.0,pass1,0,22,0,0,0
6,7,global_best_balanced,cluster_remove,0.206821,0.813316,87094.200133,132.0,98.0,candidate,1,22,1,1,0
6,8,global_best_cost,random_remove,0.119521,0.630073,87302.496181,132.0,98.0,pass1,0,22,0,0,0
6,9,global_best_balanced,mandatory_split_cluster_remove,0.25,2.0,87094.200133,132.0,98.0,pass1,1,22,1,1,0
6,10,global_best_cost,late_route_remove,0.192188,0.783709,86794.91182,131.0,98.0,pass1,0,22,1,1,1
6,11,current,late_route_remove,0.238847,1.904754,87094.200133,132.0,98.0,pass1,1,22,0,0,0
7,0,global_best_cost,mandatory_split_cluster_remove,0.058301,0.207397,86794.91182,131.0,98.0,pass1,0,22,1,1,0
7,1,global_best_balanced,late_route_remove,0.238621,1.902873,87079.659354,132.0,98.0,pass1,1,22,1,1,0
7,2,current,late_route_remove,0.135769,0.899415,87094.200133,132.0,98.0,pass1,0,22,0,0,0
7,3,current,late_route_remove,0.239121,1.907037,87094.200133,132.0,98.0,pass1,0,22,0,0,0
7,4,global_best_cost,random_remove,0.127702,0.728838,87094.200133,132.0,98.0,pass1,0,22,0,0,0
7,5,global_best_cost,random_remove,0.100122,0.591871,87094.200133,132.0,98.0,pass1,0,22,0,0,0
7,6,personal_best,cluster_remove,0.220698,0.919021,87123.989936,132.0,98.0,pass1,0,22,1,1,0
7,7,personal_best,worst_cost_remove,0.218482,0.855886,87094.200133,132.0,98.0,candidate,0,22,0,0,0
7,8,current,random_remove,0.05,0.386032,87094.200133,132.0,98.0,pass1,0,22,1,1,0
7,9,global_best_cost,typed_route_merge_remove,0.228352,1.819273,86794.91182,131.0,98.0,pass1,0,22,1,1,0
7,10,personal_best,late_route_remove,0.195931,0.796649,87094.200133,132.0,98.0,pass1,0,22,0,0,0
7,11,current,late_route_remove,0.243574,1.944553,86794.91182,131.0,98.0,pass1,0,22,1,1,0
8,0,current,worst_cost_remove,0.05,0.2,86794.91182,131.0,98.0,candidate,0,22,0,0,0
8,1,personal_best,late_route_remove,0.238616,1.902828,86790.707249,131.0,99.0,pass1,0,22,1,1,1
8,2,current,late_route_remove,0.143243,0.929309,87055.074725,132.0,99.0,pass1,0,23,1,1,0
8,3,personal_best,late_route_remove,0.240786,1.920978,86681.351103,131.0,98.0,pass1,0,23,1,1,1
8,4,global_best_balanced,worst_cost_remove,0.121358,0.708888,87040.533946,132.0,99.0,pass1,0,21,1,1,0
8,5,current,typed_route_merge_remove,0.053404,0.48246,87055.074725,132.0,99.0,pass1,0,21,1,1,0
8,6,global_best_cost,cluster_remove,0.230283,0.958379,86681.351103,131.0,98.0,candidate,0,21,1,1,0
8,7,personal_best,worst_cost_remove,0.222304,0.870316,87055.074725,132.0,99.0,pass1,0,21,1,1,0
8,8,current,worst_cost_remove,0.05,0.385257,87055.074725,132.0,99.0,pass1,0,21,1,1,0
8,9,global_best_cost,typed_route_merge_remove,0.228571,1.821018,86681.351103,131.0,98.0,pass1,0,21,1,1,0
8,10,global_best_cost,late_route_remove,0.213785,0.861372,86681.351103,131.0,98.0,pass1,0,21,1,1,0
8,11,current,typed_route_merge_remove,0.234576,1.869491,86681.351103,131.0,98.0,pass1,0,21,1,1,0
9,0,personal_best,mandatory_split_cluster_remove,0.05,0.2,86681.351103,131.0,98.0,pass1,0,21,1,1,0
9,1,current,typed_route_merge_remove,0.237389,1.89264,86666.810324,131.0,98.0,pass1,1,21,1,1,1
9,2,global_best_balanced,late_route_remove,0.14577,0.939641,86681.351103,131.0,98.0,pass1,0,20,1,1,0
9,3,current,worst_cost_remove,0.25,2.0,86681.351103,131.0,98.0,candidate,0,20,0,0,0
9,4,global_best_balanced,random_remove,0.126815,0.726015,86666.810324,131.0,98.0,pass1,1,20,1,1,0
9,5,current,typed_route_merge_remove,0.054018,0.483758,87055.074725,132.0,99.0,pass1,0,20,0,0,0
9,6,current,random_remove,0.223298,0.929535,,,,,0,0,0,0,0
9,7,global_best_cost,typed_route_merge_remove,0.220884,0.864928,86666.810324,131.0,98.0,pass1,1,20,1,1,0
9,8,global_best_balanced,random_remove,0.05,0.378783,86681.351103,131.0,98.0,pass1,0,20,1,1,0
9,9,personal_best,random_remove,0.238042,1.898056,86681.351103,131.0,98.0,pass1,0,20,0,0,0
9,10,global_best_cost,late_route_remove,0.217104,0.873971,86681.351103,131.0,98.0,pass1,0,20,0,0,0
9,11,current,cluster_remove,0.248385,1.985922,86681.351103,131.0,98.0,pass1,0,20,0,0,0
10,0,personal_best,mandatory_split_cluster_remove,0.053456,0.203047,86681.351103,131.0,98.0,pass1,0,20,0,0,0
10,1,global_best_cost,typed_route_merge_remove,0.237206,1.891126,86666.810324,131.0,98.0,pass1,1,20,0,0,0
10,2,global_best_balanced,late_route_remove,0.14407,0.932679,86681.351103,131.0,98.0,pass1,0,20,0,0,0
10,3,global_best_cost,cluster_remove,0.24532,1.959466,86666.810324,131.0,98.0,candidate,1,20,1,1,0
10,4,current,random_remove,0.117174,0.696029,86666.810324,131.0,98.0,pass1,1,20,0,0,0
10,5,global_best_balanced,typed_route_merge_remove,0.057231,0.490605,86666.810324,131.0,98.0,pass1,1,20,1,1,0
10,6,global_best_cost,worst_cost_remove,0.216516,0.902361,86666.810324,131.0,98.0,candidate,1,20,1,1,0
10,7,current,worst_cost_remove,0.225739,0.883495,86666.810324,131.0,98.0,candidate,1,20,0,0,0
10,8,current,worst_cost_remove,0.05,0.294422,86681.351103,131.0,98.0,candidate,0,20,0,0,0
10,9,global_best_balanced,cluster_remove,0.248089,1.983345,86666.810324,131.0,98.0,candidate,1,20,1,1,0
10,10,personal_best,late_route_remove,0.230039,0.924855,86681.351103,131.0,98.0,pass1,0,20,0,0,0
10,11,global_best_balanced,late_route_remove,0.25,2.0,86681.351103,131.0,98.0,pass1,0,20,0,0,0
