order_id,weight_original,volume_original,cust_id,weight,volume,is_imputed_weight,is_imputed_volume,weight_impute_method,volume_impute_method,is_imputed_any,is_oversize_order
254,15.57,0.05851,5,15.57,0.05851,False,False,,,False,False
267,128.607,0.29395,5,128.607,0.29395,False,False,,,False,False
279,67.3536,0.14806,5,67.3536,0.14806,False,False,,,False,False
292,10.3616,0.02544,5,10.3616,0.02544,False,False,,,False,False
293,54.0,0.3716,5,54.0,0.3716,False,False,,,False,False
7,44.4,0.2743,6,44.4,0.2743,False,False,,,False,False
13,24.15,0.05091,6,24.15,0.05091,False,False,,,False,False
15,7.459,0.1395,6,7.459,0.1395,False,False,,,False,False
19,14.924,0.04212,6,14.924,0.04212,False,False,,,False,False
24,21.4,0.0486,6,21.4,0.0486,False,False,,,False,False
25,40.6,0.1204,6,40.6,0.1204,False,False,,,False,False
32,32.0,0.098,6,32.0,0.098,False,False,,,False,False
35,26.496,0.0567,6,26.496,0.0567,False,False,,,False,False
38,23.8,0.106,6,23.8,0.106,False,False,,,False,False
40,6.86,0.02223,6,6.86,0.02223,False,False,,,False,False
51,39.22,0.10668,6,39.22,0.10668,False,False,,,False,False
60,220.225,1.566,6,220.225,1.566,False,False,,,False,False
104,2009.0,4.46449,6,2009.0,4.46449,False,False,,,False,False
110,36.16,0.121,6,36.16,0.121,False,False,,,False,False
118,98.849,0.25259,6,98.849,0.25259,False,False,,,False,False
119,11.13,0.03059,6,11.13,0.03059,False,False,,,False,False
127,62.69,0.12514,6,62.69,0.12514,False,False,,,False,False
149,11.7831,0.09595,6,11.7831,0.09595,False,False,,,False,False
156,11.818,0.08997,6,11.818,0.08997,False,False,,,False,False
176,51.5,0.0662,6,51.5,0.0662,False,False,,,False,False
204,18.5,0.07069,6,18.5,0.07069,False,False,,,False,False
206,736.7004,1.5249,6,736.7004,1.5249,False,False,,,False,False
217,5.7514,0.04594,6,5.7514,0.04594,False,False,,,False,False
224,5.92,0.01448,6,5.92,0.01448,False,False,,,False,False
259,14.3712,0.04808,6,14.3712,0.04808,False,False,,,False,False
286,827.2501,1.80734,6,827.2501,1.80734,False,False,,,False,False
290,39.6,0.2658,6,39.6,0.2658,False,False,,,False,False
295,31.086,0.3286,6,31.086,0.3286,False,False,,,False,False
20,299.592,0.66737,7,299.592,0.66737,False,False,,,False,False
23,26.8536,0.06381,7,26.8536,0.06381,False,False,,,False,False
30,44.462,0.12791,7,44.462,0.12791,False,False,,,False,False
34,74.6848,0.18647,7,74.6848,0.18647,False,False,,,False,False
37,10.05,0.05592,7,10.05,0.05592,False,False,,,False,False
44,401.355,1.28547,7,401.355,1.28547,False,False,,,False,False
47,42.0,0.1097,7,42.0,0.1097,False,False,,,False,False
55,31.2,0.0718,7,31.2,0.0718,False,False,,,False,False
65,334.865,0.83206,7,334.865,0.83206,False,False,,,False,False
66,399.68,0.97115,7,399.68,0.97115,False,False,,,False,False
68,36.8,0.08085,7,36.8,0.08085,False,False,,,False,False
75,97.835,,7,97.835,0.24309674077613366,False,True,,customer_density,True,False
76,17.52,0.23783,7,17.52,0.23783,False,False,,,False,False
79,16.544,0.04639,7,16.544,0.04639,False,False,,,False,False
87,282.15,0.76753,7,282.15,0.76753,False,False,,,False,False
91,29.546,0.2353,7,29.546,0.2353,False,False,,,False,False
102,29.6515,0.06551,7,29.6515,0.06551,False,False,,,False,False
107,17.65,0.07372,7,17.65,0.07372,False,False,,,False,False
113,43.61,0.1873,7,43.61,0.1873,False,False,,,False,False
123,10.58,0.0237,7,10.58,0.0237,False,False,,,False,False
132,21.6436,0.0532,7,21.6436,0.0532,False,False,,,False,False
133,615.5794,1.06506,7,615.5794,1.06506,False,False,,,False,False
139,379.9998,0.565,7,379.9998,0.565,False,False,,,False,False
142,36.2848,0.08142,7,36.2848,0.08142,False,False,,,False,False
146,17.53,0.03421,7,17.53,0.03421,False,False,,,False,False
150,143.2775,0.30592,7,143.2775,0.30592,False,False,,,False,False
158,19.0999,0.43086,7,19.0999,0.43086,False,False,,,False,False
172,23.2707,0.15538,7,23.2707,0.15538,False,False,,,False,False
196,292.495,0.71862,7,292.495,0.71862,False,False,,,False,False
203,7.3,0.01642,7,7.3,0.01642,False,False,,,False,False
208,1988.53,4.60238,7,1988.53,4.60238,False,False,,,False,False
214,29.3664,0.0636,7,29.3664,0.0636,False,False,,,False,False
215,244.2,0.42158,7,244.2,0.42158,False,False,,,False,False
228,35.66,0.0651,7,35.66,0.0651,False,False,,,False,False
235,26.14,0.06975,7,26.14,0.06975,False,False,,,False,False
236,1085.824,2.47487,7,1085.824,2.47487,False,False,,,False,False
240,22.535,0.05975,7,22.535,0.05975,False,False,,,False,False
257,31.913,0.2523,7,31.913,0.2523,False,False,,,False,False
262,6.0,0.04009,7,6.0,0.04009,False,False,,,False,False
263,69.7,0.15488,7,69.7,0.15488,False,False,,,False,False
266,26.2,0.0554,7,26.2,0.0554,False,False,,,False,False
280,6.4446,0.06064,7,6.4446,0.06064,False,False,,,False,False
283,43.46,0.1442,7,43.46,0.1442,False,False,,,False,False
287,37.11,0.17505,7,37.11,0.17505,False,False,,,False,False
296,5.6852,0.04183,7,5.6852,0.04183,False,False,,,False,False
299,1.355,0.03674,7,1.355,0.03674,False,False,,,False,False
5,39.05,0.15504,8,39.05,0.15504,False,False,,,False,False
6,6.606,0.0624,8,6.606,0.0624,False,False,,,False,False
12,24.6,0.0786,8,24.6,0.0786,False,False,,,False,False
21,12.14,0.02522,8,12.14,0.02522,False,False,,,False,False
22,12.0,0.02718,8,12.0,0.02718,False,False,,,False,False
26,16.15,0.02983,8,16.15,0.02983,False,False,,,False,False
27,225.2385,0.39751,8,225.2385,0.39751,False,False,,,False,False
31,46.55,0.16,8,46.55,0.16,False,False,,,False,False
39,6.0,0.01165,8,6.0,0.01165,False,False,,,False,False
42,9.22,0.02583,8,9.22,0.02583,False,False,,,False,False
48,19.363,0.13222,8,19.363,0.13222,False,False,,,False,False
50,29.82,0.07218,8,29.82,0.07218,False,False,,,False,False
53,121.845,0.29503,8,121.845,0.29503,False,False,,,False,False
56,221.0,1.1847,8,221.0,1.1847,False,False,,,False,False
67,33.6,0.092,8,33.6,0.092,False,False,,,False,False
73,17.36,0.03974,8,17.36,0.03974,False,False,,,False,False
74,581.6702,1.36601,8,581.6702,1.36601,False,False,,,False,False
78,25.24,0.0527,8,25.24,0.0527,False,False,,,False,False
80,6.206,0.05146,8,6.206,0.05146,False,False,,,False,False
82,9.614,0.02515,8,9.614,0.02515,False,False,,,False,False
85,1204.1398,2.65344,8,1204.1398,2.65344,False,False,,,False,False
90,5.6,0.01562,8,5.6,0.01562,False,False,,,False,False
93,30.0,0.19158,8,30.0,0.19158,False,False,,,False,False
94,15.3,0.04508,8,15.3,0.04508,False,False,,,False,False
97,35.946,0.2871,8,35.946,0.2871,False,False,,,False,False
98,93.566,0.21534,8,93.566,0.21534,False,False,,,False,False
106,92.2901,0.59174,8,92.2901,0.59174,False,False,,,False,False
109,9.03,0.02234,8,9.03,0.02234,False,False,,,False,False
117,47.0,0.0723,8,47.0,0.0723,False,False,,,False,False
121,28.757,0.2297,8,28.757,0.2297,False,False,,,False,False
130,40.0,0.1247,8,40.0,0.1247,False,False,,,False,False
134,5.6,0.0812,8,5.6,0.0812,False,False,,,False,False
135,6.54,0.01595,8,6.54,0.01595,False,False,,,False,False
138,276.33,0.58954,8,276.33,0.58954,False,False,,,False,False
140,335.345,0.83427,8,335.345,0.83427,False,False,,,False,False
141,2212.3,5.93705,8,2212.3,5.93705,False,False,,,False,False
143,,0.16,8,58.21660328228322,0.16,True,False,customer_density,,True,False
147,26.378,0.195,8,26.378,0.195,False,False,,,False,False
160,1958.6602,4.45777,8,1958.6602,4.45777,False,False,,,False,False
164,58.1256,0.13403,8,58.1256,0.13403,False,False,,,False,False
167,44.82,0.3586,8,44.82,0.3586,False,False,,,False,False
169,83.945,0.23346,8,83.945,0.23346,False,False,,,False,False
171,53.348,0.1175,8,53.348,0.1175,False,False,,,False,False
173,43.85,0.0931,8,43.85,0.0931,False,False,,,False,False
174,50.771,0.3596,8,50.771,0.3596,False,False,,,False,False
175,187.852,0.44689,8,187.852,0.44689,False,False,,,False,False
178,18.98,0.06883,8,18.98,0.06883,False,False,,,False,False
182,24.68,0.0588,8,24.68,0.0588,False,False,,,False,False
185,13.5717,0.04987,8,13.5717,0.04987,False,False,,,False,False
193,8.627,0.06891,8,8.627,0.06891,False,False,,,False,False
197,30.6575,0.07665,8,30.6575,0.07665,False,False,,,False,False
198,22.5,0.0918,8,22.5,0.0918,False,False,,,False,False
199,202.48542,4.58258,8,202.48542,4.58258,False,False,,,False,False
202,46.0,0.1269,8,46.0,0.1269,False,False,,,False,False
225,87.23,0.22367,8,87.23,0.22367,False,False,,,False,False
226,17.51,0.0495,8,17.51,0.0495,False,False,,,False,False
233,23.57,0.0661,8,23.57,0.0661,False,False,,,False,False
241,40.26,0.0934,8,40.26,0.0934,False,False,,,False,False
242,14.72,0.07547,8,14.72,0.07547,False,False,,,False,False
247,9.18,0.0391,8,9.18,0.0391,False,False,,,False,False
249,35.946,0.2871,8,35.946,0.2871,False,False,,,False,False
250,30.7,0.15472,8,30.7,0.15472,False,False,,,False,False
252,992.685,2.7811,8,992.685,2.7811,False,False,,,False,False
255,7.1385,0.04779,8,7.1385,0.04779,False,False,,,False,False
261,81.8,0.20688,8,81.8,0.20688,False,False,,,False,False
268,29.6,0.0631,8,29.6,0.0631,False,False,,,False,False
272,36.655,0.0975,8,36.655,0.0975,False,False,,,False,False
275,1558.7601,3.95003,8,1558.7601,3.95003,False,False,,,False,False
291,7.531,0.01987,8,7.531,0.01987,False,False,,,False,False
2,18.425,0.04365,9,18.425,0.04365,False,False,,,False,False
45,16.43,0.02228,9,16.43,0.02228,False,False,,,False,False
54,47.2208,0.10703,9,47.2208,0.10703,False,False,,,False,False
59,33.18,0.07232,9,33.18,0.07232,False,False,,,False,False
64,31.3,0.0692,9,31.3,0.0692,False,False,,,False,False
71,13.1359,0.10986,9,13.1359,0.10986,False,False,,,False,False
86,34.0824,0.07529,9,34.0824,0.07529,False,False,,,False,False
100,237.32,0.44307,9,237.32,0.44307,False,False,,,False,False
101,23.5,0.0499,9,23.5,0.0499,False,False,,,False,False
129,50.6,0.1185,9,50.6,0.1185,False,False,,,False,False
131,181.769,0.67449,9,181.769,0.67449,False,False,,,False,False
155,36.0,0.07,9,36.0,0.07,False,False,,,False,False
159,27.556,0.13303,9,27.556,0.13303,False,False,,,False,False
161,49.738,0.5258,9,49.738,0.5258,False,False,,,False,False
162,75.88,0.17205,9,75.88,0.17205,False,False,,,False,False
163,10.85,0.02484,9,10.85,0.02484,False,False,,,False,False
181,29.41,0.22945,9,29.41,0.22945,False,False,,,False,False
183,37.23,0.10221,9,37.23,0.10221,False,False,,,False,False
184,8.1,0.02117,9,8.1,0.02117,False,False,,,False,False
186,36.8,0.079,9,36.8,0.079,False,False,,,False,False
190,45.131,0.11781,9,45.131,0.11781,False,False,,,False,False
192,11.23,0.03809,9,11.23,0.03809,False,False,,,False,False
194,,0.0606,9,26.46980676328502,0.0606,True,False,customer_density,,True,False
200,137.2,0.30503,9,137.2,0.30503,False,False,,,False,False
201,6.5,0.00918,9,6.5,0.00918,False,False,,,False,False
211,5.57,0.01466,9,5.57,0.01466,False,False,,,False,False
219,19.64,0.04905,9,19.64,0.04905,False,False,,,False,False
231,6.5,0.01774,9,6.5,0.01774,False,False,,,False,False
237,202.6401,0.3036,9,202.6401,0.3036,False,False,,,False,False
248,451.1439,1.17979,9,451.1439,1.17979,False,False,,,False,False
253,20.26,0.09284,9,20.26,0.09284,False,False,,,False,False
260,,0.1011,9,44.160024154589365,0.1011,True,False,customer_density,,True,False
264,27.6,0.05926,9,27.6,0.05926,False,False,,,False,False
281,448.43,0.87571,9,448.43,0.87571,False,False,,,False,False
289,10.12,0.01331,9,10.12,0.01331,False,False,,,False,False
294,110.0,0.20409,9,110.0,0.20409,False,False,,,False,False
297,6.2172,0.06572,9,6.2172,0.06572,False,False,,,False,False
3,17.68,0.08646,10,17.68,0.08646,False,False,,,False,False
4,51.0,0.4243,10,51.0,0.4243,False,False,,,False,False
8,75.6,0.18668,10,75.6,0.18668,False,False,,,False,False
10,49.03,0.12149,10,49.03,0.12149,False,False,,,False,False
14,284.032,0.66783,10,284.032,0.66783,False,False,,,False,False
16,527.8809,2.48378,10,527.8809,2.48378,False,False,,,False,False
41,12.48,0.03749,10,12.48,0.03749,False,False,,,False,False
57,60.8475,0.52443,10,60.8475,0.52443,False,False,,,False,False
58,1606.8,4.82722,10,1606.8,4.82722,False,False,,,False,False
62,24.869,0.2629,10,24.869,0.2629,False,False,,,False,False
69,16.8,0.0288,10,16.8,0.0288,False,False,,,False,False
77,29.8,0.0707,10,29.8,0.0707,False,False,,,False,False
83,18.534,0.03694,10,18.534,0.03694,False,False,,,False,False
95,30.59,0.11723,10,30.59,0.11723,False,False,,,False,False
108,51.241,0.12903,10,51.241,0.12903,False,False,,,False,False
111,60.643,0.192,10,60.643,0.192,False,False,,,False,False
114,30.1,0.2817,10,30.1,0.2817,False,False,,,False,False
120,42.0,0.1051,10,42.0,0.1051,False,False,,,False,False
122,22.842,0.04941,10,22.842,0.04941,False,False,,,False,False
124,31.086,0.3286,10,31.086,0.3286,False,False,,,False,False
125,54.6418,0.38615,10,54.6418,0.38615,False,False,,,False,False
137,5.8199,0.03545,10,5.8199,0.03545,False,False,,,False,False
151,11.632,0.23685,10,11.632,0.23685,False,False,,,False,False
168,39.62,0.128,10,39.62,0.128,False,False,,,False,False
170,73.271,0.16001,10,73.271,0.16001,False,False,,,False,False
179,37.303,0.3943,10,37.303,0.3943,False,False,,,False,False
191,265.5152,0.58749,10,265.5152,0.58749,False,False,,,False,False
205,8.38,0.0167,10,8.38,0.0167,False,False,,,False,False
207,13.47,0.03281,10,13.47,0.03281,False,False,,,False,False
213,19.1,0.04014,10,19.1,0.04014,False,False,,,False,False
220,21.8,0.048,10,21.8,0.048,False,False,,,False,False
227,11.19,0.03542,10,11.19,0.03542,False,False,,,False,False
230,52.6545,0.37469,10,52.6545,0.37469,False,False,,,False,False
232,6.42,0.01538,10,6.42,0.01538,False,False,,,False,False
239,33.03,0.312,10,33.03,0.312,False,False,,,False,False
251,11.3962,0.0784,10,11.3962,0.0784,False,False,,,False,False
269,19.8,0.38501,10,19.8,0.38501,False,False,,,False,False
285,31.086,0.3286,10,31.086,0.3286,False,False,,,False,False
18,33.25,0.215,11,33.25,0.215,False,False,,,False,False
49,22.4,0.0625,11,22.4,0.0625,False,False,,,False,False
63,46.43,0.1868,11,46.43,0.1868,False,False,,,False,False
84,83.107,0.41639,11,83.107,0.41639,False,False,,,False,False
144,40.8,0.115,11,40.8,0.115,False,False,,,False,False
145,34.6,0.2699,11,34.6,0.2699,False,False,,,False,False
153,22.357,0.1779,11,22.357,0.1779,False,False,,,False,False
188,51.7,0.1787,11,51.7,0.1787,False,False,,,False,False
209,16.7739,0.15811,11,16.7739,0.15811,False,False,,,False,False
210,35.946,0.2871,11,35.946,0.2871,False,False,,,False,False
218,11.6,0.02567,11,11.6,0.02567,False,False,,,False,False
222,81.702,0.19602,11,81.702,0.19602,False,False,,,False,False
234,6.8,0.03789,11,6.8,0.03789,False,False,,,False,False
244,61.2,0.09112,11,61.2,0.09112,False,False,,,False,False
245,577.9001,1.17003,11,577.9001,1.17003,False,False,,,False,False
246,38.828,0.3056,11,38.828,0.3056,False,False,,,False,False
256,118.664,0.27287,11,118.664,0.27287,False,False,,,False,False
258,24.8,0.0841,11,24.8,0.0841,False,False,,,False,False
273,7.1,0.01682,11,7.1,0.01682,False,False,,,False,False
298,9.5721,0.09564,11,9.5721,0.09564,False,False,,,False,False
33,5.9262,0.04559,12,5.9262,0.04559,False,False,,,False,False
99,3.57,0.0999,12,3.57,0.0999,False,False,,,False,False
105,20.04,0.05137,12,20.04,0.05137,False,False,,,False,False
115,25.8,0.04893,12,25.8,0.04893,False,False,,,False,False
154,46.117,0.3516,12,46.117,0.3516,False,False,,,False,False
195,21.565,0.05261,12,21.565,0.05261,False,False,,,False,False
223,47.672,,12,47.672,0.12220112974051894,False,True,,customer_density,True,False
229,21.2,0.12606,12,21.2,0.12606,False,False,,,False,False
274,22.325,0.06237,12,22.325,0.06237,False,False,,,False,False
276,11.4656,0.02866,12,11.4656,0.02866,False,False,,,False,False
277,78.125,0.18414,12,78.125,0.18414,False,False,,,False,False
284,1328.0198,2.88322,12,1328.0198,2.88322,False,False,,,False,False
288,63.93,0.1365,12,63.93,0.1365,False,False,,,False,False
300,31.086,0.3286,12,31.086,0.3286,False,False,,,False,False
28,7.835,0.01784,13,7.835,0.01784,False,False,,,False,False
36,345.683,0.71173,13,345.683,0.71173,False,False,,,False,False
72,14.28,0.06752,13,14.28,0.06752,False,False,,,False,False
92,34.85,0.07744,13,34.85,0.07744,False,False,,,False,False
180,69.0008,0.15326,13,69.0008,0.15326,False,False,,,False,False
270,37.938,0.203,13,37.938,0.203,False,False,,,False,False
278,30.5,0.04839,13,30.5,0.04839,False,False,,,False,False
518,43.9,0.0874,16,43.9,0.0874,False,False,,,False,False
760,7.9,0.0193,16,7.9,0.0193,False,False,,,False,False
1401,33.4,0.0864,16,33.4,0.0864,False,False,,,False,False
1701,9.3722,0.07403,19,9.3722,0.07403,False,False,,,False,False
385,23.3,0.0788,24,23.3,0.0788,False,False,,,False,False
617,9.04,0.02023,24,9.04,0.02023,False,False,,,False,False
1384,10.21,0.02084,24,10.21,0.02084,False,False,,,False,False
1509,20.6172,0.16195,24,20.6172,0.16195,False,False,,,False,False
2024,1199.0001,2.67417,24,1199.0001,2.67417,False,False,,,False,False
1548,1062.75,2.42645,25,1062.75,2.42645,False,False,,,False,False
1778,638.9997,1.09979,25,638.9997,1.09979,False,False,,,False,False
2017,789.21,1.63686,25,789.21,1.63686,False,False,,,False,False
2074,30.79,0.1192,25,30.79,0.1192,False,False,,,False,False
2135,6.3854,0.05609,25,6.3854,0.05609,False,False,,,False,False
452,13.4,0.03685,26,13.4,0.03685,False,False,,,False,False
1453,21.59,0.05501,26,21.59,0.05501,False,False,,,False,False
1454,10.8232,0.04434,26,10.8232,0.04434,False,False,,,False,False
400,7.4451,0.05435,27,7.4451,0.05435,False,False,,,False,False
468,101.708,0.1524,27,101.708,0.1524,False,False,,,False,False
902,50.9,0.12045,27,50.9,0.12045,False,False,,,False,False
1043,9.74,0.02294,27,9.74,0.02294,False,False,,,False,False
1078,1107.2001,2.5435,27,1107.2001,2.5435,False,False,,,False,False
1158,118.221,0.27045,27,118.221,0.27045,False,False,,,False,False
1190,11.04,0.02453,27,11.04,0.02453,False,False,,,False,False
1206,1798.9699,4.32991,27,1798.9699,4.32991,False,False,,,False,False
1809,28.38,0.12118,27,28.38,0.12118,False,False,,,False,False
558,14.7,0.04515,28,14.7,0.04515,False,False,,,False,False
773,1356.8821,3.10427,28,1356.8821,3.10427,False,False,,,False,False
901,1152.7099,2.93498,28,1152.7099,2.93498,False,False,,,False,False
1177,52.87,0.1302,28,52.87,0.1302,False,False,,,False,False
1355,7.9612,0.01556,28,7.9612,0.01556,False,False,,,False,False
1946,639.3499,1.64892,28,639.3499,1.64892,False,False,,,False,False
2012,32.8384,0.08122,28,32.8384,0.08122,False,False,,,False,False
334,835.545,1.90572,29,835.545,1.90572,False,False,,,False,False
1011,10.25,0.01317,29,10.25,0.01317,False,False,,,False,False
1139,28.15,0.12875,29,28.15,0.12875,False,False,,,False,False
1382,23.247,0.1665,30,23.247,0.1665,False,False,,,False,False
1439,117.0,0.16531,30,117.0,0.16531,False,False,,,False,False
1850,66.36,0.14715,30,66.36,0.14715,False,False,,,False,False
1961,128.245,0.25282,30,128.245,0.25282,False,False,,,False,False
516,509.525,1.13106,31,509.525,1.13106,False,False,,,False,False
578,184.0,0.24196,31,184.0,0.24196,False,False,,,False,False
783,20.26,0.0415,31,20.26,0.0415,False,False,,,False,False
1185,5.8,0.01912,31,5.8,0.01912,False,False,,,False,False
1415,8.335,0.02115,31,8.335,0.02115,False,False,,,False,False
1686,5987.0501,13.79751,31,5987.0501,13.79751,False,False,,,False,True
1688,6.1787,0.05417,31,6.1787,0.05417,False,False,,,False,False
1832,50.472,0.1388,31,50.472,0.1388,False,False,,,False,False
679,19.909,0.04784,32,19.909,0.04784,False,False,,,False,False
855,61.44,0.13081,32,61.44,0.13081,False,False,,,False,False
873,8.19,0.03676,32,8.19,0.03676,False,False,,,False,False
1189,32.2,0.0873,32,32.2,0.0873,False,False,,,False,False
1462,26.496,0.0567,32,26.496,0.0567,False,False,,,False,False
1517,22.492,0.06326,32,22.492,0.06326,False,False,,,False,False
1524,6.2172,0.06572,32,6.2172,0.06572,False,False,,,False,False
1966,18.02,0.07009,32,18.02,0.07009,False,False,,,False,False
2028,165.2,0.39094,32,165.2,0.39094,False,False,,,False,False
2046,32.27,0.05442,32,32.27,0.05442,False,False,,,False,False
2163,49.9,0.1214,32,49.9,0.1214,False,False,,,False,False
930,159.699,0.31664,33,159.699,0.31664,False,False,,,False,False
1311,5.75,0.01817,33,5.75,0.01817,False,False,,,False,False
1365,7.3866,0.04298,33,7.3866,0.04298,False,False,,,False,False
1669,165.833,0.42005,33,165.833,0.42005,False,False,,,False,False
1717,25.8,0.0638,33,25.8,0.0638,False,False,,,False,False
1774,20.91,0.0465,33,20.91,0.0465,False,False,,,False,False
1823,51.92,0.1503,33,51.92,0.1503,False,False,,,False,False
2055,68.4,0.14908,33,68.4,0.14908,False,False,,,False,False
2127,21.568,0.1723,33,21.568,0.1723,False,False,,,False,False
960,33.6,0.09201,34,33.6,0.09201,False,False,,,False,False
1229,40.1,0.0892,34,40.1,0.0892,False,False,,,False,False
1253,38.3,0.1089,34,38.3,0.1089,False,False,,,False,False
1363,24.0,0.5555,34,24.0,0.5555,False,False,,,False,False
1427,14.4,0.04261,34,14.4,0.04261,False,False,,,False,False
1443,126.9,0.32609,34,126.9,0.32609,False,False,,,False,False
1466,9.7119,0.02541,34,9.7119,0.02541,False,False,,,False,False
1614,10.1679,0.0957,34,10.1679,0.0957,False,False,,,False,False
1969,27.0,0.0875,34,27.0,0.0875,False,False,,,False,False
2080,39.87,0.09818,34,39.87,0.09818,False,False,,,False,False
397,287.8,0.63074,35,287.8,0.63074,False,False,,,False,False
449,6.2172,0.06572,35,6.2172,0.06572,False,False,,,False,False
475,654.349,1.84292,35,654.349,1.84292,False,False,,,False,False
771,21.4172,0.05057,35,21.4172,0.05057,False,False,,,False,False
857,13.08,0.02665,35,13.08,0.02665,False,False,,,False,False
946,17.05,0.03789,35,17.05,0.03789,False,False,,,False,False
1195,10.07,0.02195,35,10.07,0.02195,False,False,,,False,False
1242,76.5472,0.17455,35,76.5472,0.17455,False,False,,,False,False
1264,9.24,0.02483,35,9.24,0.02483,False,False,,,False,False
1333,380.5,0.5603,35,380.5,0.5603,False,False,,,False,False
1633,51.44,0.11317,35,51.44,0.11317,False,False,,,False,False
1661,66.968,0.16082,35,66.968,0.16082,False,False,,,False,False
1687,9.2,0.01917,35,9.2,0.01917,False,False,,,False,False
1785,88.7,0.15508,35,88.7,0.15508,False,False,,,False,False
484,2011.9702,6.13895,36,2011.9702,6.13895,False,False,,,False,False
497,22.235,0.0576,36,22.235,0.0576,False,False,,,False,False
562,179.62,0.45673,36,179.62,0.45673,False,False,,,False,False
586,55.429,0.11844,36,55.429,0.11844,False,False,,,False,False
818,35.946,0.2871,36,35.946,0.2871,False,False,,,False,False
874,50.75,0.13014,36,50.75,0.13014,False,False,,,False,False
989,7.75,0.02013,36,7.75,0.02013,False,False,,,False,False
1026,62.0,0.14623,36,62.0,0.14623,False,False,,,False,False
1138,38.0,0.0771,36,38.0,0.0771,False,False,,,False,False
1279,60.063,0.16888,36,60.063,0.16888,False,False,,,False,False
1289,25.935,0.0574,36,25.935,0.0574,False,False,,,False,False
1411,353.131,1.74476,36,353.131,1.74476,False,False,,,False,False
1552,280.54,0.4689,36,280.54,0.4689,False,False,,,False,False
1705,74.3485,0.13891,36,74.3485,0.13891,False,False,,,False,False
1869,7.56,0.0173,36,7.56,0.0173,False,False,,,False,False
2034,22.305,0.05069,36,22.305,0.05069,False,False,,,False,False
2162,21.672,0.2285,36,21.672,0.2285,False,False,,,False,False
443,20.927,0.2121,37,20.927,0.2121,False,False,,,False,False
582,168.63,0.29938,37,168.63,0.29938,False,False,,,False,False
923,23.07,0.05917,37,23.07,0.05917,False,False,,,False,False
1063,76.84,0.21979,37,76.84,0.21979,False,False,,,False,False
1254,22.1,0.0603,37,22.1,0.0603,False,False,,,False,False
1260,31.086,0.3286,37,31.086,0.3286,False,False,,,False,False
1292,20.16,0.11311,37,20.16,0.11311,False,False,,,False,False
1307,26.496,0.0567,37,26.496,0.0567,False,False,,,False,False
1357,113.1,0.31225,37,113.1,0.31225,False,False,,,False,False
1496,16.2,0.04038,37,16.2,0.04038,False,False,,,False,False
1531,18.4,0.04117,37,18.4,0.04117,False,False,,,False,False
1657,21.0,0.0526,37,21.0,0.0526,False,False,,,False,False
1871,6.94,0.02385,37,6.94,0.02385,False,False,,,False,False
398,7.65,0.01413,38,7.65,0.01413,False,False,,,False,False
427,10.463,0.07731,38,10.463,0.07731,False,False,,,False,False
