feature_type,left_unit_id,right_unit_id,vehicle_family,tau
edge,136,43.0,big,0.5882730991991822
edge,141,41.0,big,0.5882730991991822
start,2,,small,0.5882730991991822
start,4,,big,0.5882730991991822
start,5,,big,0.5882730991991822
start,11,,big,0.5882730991991822
start,19,,small,0.5882730991991822
start,20,,small,0.5882730991991822
start,21,,big,0.5882730991991822
start,22,,big,0.5882730991991822
start,23,,big,0.5882730991991822
start,24,,big,0.5882730991991822
start,25,,big,0.5882730991991822
start,26,,big,0.5882730991991822
start,27,,big,0.5882730991991822
start,28,,big,0.5882730991991822
start,34,,small,0.5882730991991822
start,36,,big,0.5882730991991822
start,38,,big,0.5882730991991822
start,40,,big,0.5882730991991822
start,47,,big,0.5882730991991822
start,51,,small,0.5882730991991822
start,52,,big,0.5882730991991822
start,53,,small,0.5882730991991822
start,54,,big,0.5882730991991822
start,55,,big,0.5882730991991822
start,56,,small,0.5882730991991822
start,57,,small,0.5882730991991822
start,58,,small,0.5882730991991822
start,59,,big,0.5882730991991822
start,60,,big,0.5882730991991822
start,61,,big,0.5882730991991822
start,62,,big,0.5882730991991822
start,65,,big,0.5882730991991822
start,70,,small,0.5882730991991822
start,71,,big,0.5882730991991822
start,72,,big,0.5882730991991822
start,73,,big,0.5882730991991822
start,75,,big,0.5882730991991822
start,76,,small,0.5882730991991822
start,78,,big,0.5882730991991822
start,79,,big,0.5882730991991822
start,80,,small,0.5882730991991822
start,81,,small,0.5882730991991822
start,83,,small,0.5882730991991822
start,84,,small,0.5882730991991822
start,85,,small,0.5882730991991822
start,86,,small,0.5882730991991822
start,87,,small,0.5882730991991822
start,88,,small,0.5882730991991822
start,89,,small,0.5882730991991822
start,90,,small,0.5882730991991822
start,91,,small,0.5882730991991822
start,92,,small,0.5882730991991822
start,93,,small,0.5882730991991822
start,94,,small,0.5882730991991822
start,96,,big,0.5882730991991822
start,97,,big,0.5882730991991822
start,98,,big,0.5882730991991822
start,99,,big,0.5882730991991822
start,100,,big,0.5882730991991822
start,101,,small,0.5882730991991822
start,102,,small,0.5882730991991822
start,103,,small,0.5882730991991822
start,104,,big,0.5882730991991822
start,106,,big,0.5882730991991822
start,109,,small,0.5882730991991822
start,110,,small,0.5882730991991822
start,115,,big,0.5882730991991822
start,116,,big,0.5882730991991822
start,117,,small,0.5882730991991822
start,123,,big,0.5882730991991822
start,124,,small,0.5882730991991822
start,125,,big,0.5882730991991822
start,126,,big,0.5882730991991822
start,128,,big,0.5882730991991822
start,129,,small,0.5882730991991822
start,131,,small,0.5882730991991822
start,132,,small,0.5882730991991822
start,133,,small,0.5882730991991822
start,134,,small,0.5882730991991822
start,135,,small,0.5882730991991822
start,136,,big,0.5882730991991822
start,137,,big,0.5882730991991822
start,138,,big,0.5882730991991822
start,139,,small,0.5882730991991822
start,140,,big,0.5882730991991822
start,141,,big,0.5882730991991822
start,142,,big,0.5882730991991822
start,146,,small,0.5882730991991822
start,147,,big,0.5882730991991822
start,148,,big,0.5882730991991822
start,149,,big,0.5882730991991822
start,150,,big,0.5882730991991822
start,151,,big,0.5882730991991822
start,152,,big,0.5882730991991822
start,153,,big,0.5882730991991822
start,154,,big,0.5882730991991822
start,155,,big,0.5882730991991822
start,156,,small,0.5882730991991822
start,157,,small,0.5882730991991822
start,158,,small,0.5882730991991822
start,159,,small,0.5882730991991822
start,160,,small,0.5882730991991822
start,161,,small,0.5882730991991822
start,162,,big,0.5882730991991822
start,163,,small,0.5882730991991822
start,164,,small,0.5882730991991822
start,166,,big,0.5882730991991822
start,171,,small,0.5882730991991822
start,172,,small,0.5882730991991822
start,174,,small,0.5882730991991822
start,175,,small,0.5882730991991822
start,10,,small,0.5833586209626616
start,108,,big,0.5833586209626616
edge,33,13.0,small,0.5629758280064487
edge,54,46.0,big,0.5629758280064487
edge,77,121.0,big,0.5629758280064487
edge,170,74.0,big,0.5629758280064487
start,33,,small,0.5629758280064487
start,170,,big,0.5629758280064487
edge,54,170.0,big,0.5473035211927335
start,74,,big,0.5473035211927335
edge,74,33.0,big,0.5423890429562128
edge,12,119.0,small,0.5410530846119139
edge,67,120.0,big,0.5410530846119139
start,12,,small,0.5410530846119139
start,67,,big,0.5410530846119139
edge,3,168.0,small,0.4958398053237887
start,3,,small,0.4958398053237887
edge,12,118.0,big,0.4909253270872681
edge,37,42.0,big,0.4909253270872681
edge,42,9.0,big,0.4909253270872681
edge,78,120.0,big,0.4909253270872681
edge,118,67.0,big,0.4909253270872681
edge,119,50.0,small,0.4909253270872681
start,12,,big,0.4909253270872681
start,119,,small,0.4909253270872681
edge,44,66.0,big,0.48958936874296927
start,44,,big,0.48958936874296927
edge,10,127.0,big,0.4486197907365206
edge,33,108.0,big,0.4486197907365206
edge,66,177.0,big,0.4486197907365206
edge,74,13.0,big,0.4486197907365206
