route_id,vehicle_type,power_type,vehicle_instance,unit_sequence,customer_sequence,unit_type_sequence,departure_min,departure_hhmm,return_min,return_hhmm,route_cost,startup_cost,energy_cost,carbon_cost,waiting_cost,late_cost,total_wait_min,total_late_min,fuel_l,electricity_kwh,reference_fuel_l,reference_electricity_kwh,route_distance_km,after_hours_travel_km,after_hours_service_count,after_hours_return_flag,late_positive_stop_count,max_late_min,load_used_kg,load_used_m3,weight_utilization,volume_utilization
23,ev_3000,ev,8,"76,115",0->39->54->0,mandatory_split->mandatory_split,303,13:03,746.6,20:27,591.764257,400.0,130.870816,25.986635,34.854735,0.052071,104.564204,0.062485,0.0,79.799278,60.214125,79.799278,201.353383,0.0,0,0,1,0.062485,2975.6813,8.17269,0.991894,0.544846
24,ev_3000,ev,9,"110,118",0->52->54->0,mandatory_split->mandatory_split,358,13:58,746.6,20:27,556.570385,400.0,130.631308,25.939077,0.0,0.0,0.0,0.0,0.0,79.653237,60.710796,79.653237,203.60775,0.0,0,0,0,0.0,2780.0489,8.48199,0.926683,0.565466
25,ev_3000,ev,10,163,0->70->0,mandatory_split,0,08:00,491.4,16:11,609.499239,400.0,156.880988,31.151399,0.0,21.466853,0.0,25.760223,0.0,95.659139,73.492973,95.659139,240.481201,0.0,0,0,1,25.760223,2980.6836,7.63028,0.993561,0.508685
26,fuel_1500,fuel,1,2,0->4->0,normal,678,19:18,795.2,21:15,597.175935,400.0,161.944932,35.231003,0.0,0.0,0.0,0.0,21.280543,0.0,21.280543,28.184569,70.058342,13.979343,0,1,0,0.0,1443.5621,3.490997,0.962375,0.323241
27,fuel_1500,fuel,2,5,0->11->0,normal,108,09:48,356.7,13:57,725.484667,400.0,267.327715,58.156951,0.0,0.0,0.0,0.0,35.128478,0.0,35.128478,45.719508,114.766396,0.0,0,0,0,0.0,1325.5301,4.36316,0.883687,0.403996
28,fuel_1500,fuel,3,10,0->24->0,normal,452,15:32,674.8,19:15,666.859396,400.0,219.177491,47.681905,0.0,0.0,0.0,0.0,28.801247,0.0,28.801247,37.290827,94.182564,0.0,0,0,0,0.0,1262.1673,2.95599,0.841445,0.273703
29,fuel_1500,fuel,4,"12,116",0->26->54->0,normal->mandatory_split,386,14:26,747.0,20:27,912.709222,400.0,421.099361,91.609862,0.0,0.0,0.0,0.0,55.335001,0.0,55.335001,72.373465,180.611376,0.0,0,0,0,0.0,1486.868593,3.30905,0.991246,0.306394
30,fuel_1500,fuel,5,"19,36",0->37->83->0,normal->normal,74,09:14,378.9,14:19,792.654917,400.0,317.858674,69.149925,5.646318,0.0,16.938955,0.0,41.768551,0.0,41.768551,54.477837,123.395586,0.0,0,0,0,0.0,1491.7899,4.61256,0.994527,0.427089
31,fuel_1500,fuel,6,20,0->38->0,normal,60,09:00,344.6,13:45,783.857763,400.0,315.270823,68.58694,0.0,0.0,0.0,0.0,41.428492,0.0,41.428492,54.238187,137.190826,0.0,0,0,0,0.0,1261.7326,4.06727,0.841155,0.376599
32,fuel_1500,fuel,7,29,0->76->0,normal,60,09:00,196.2,11:16,608.590245,400.0,171.319756,37.270489,0.0,0.0,0.0,0.0,22.512452,0.0,22.512452,29.632334,75.248642,0.0,0,0,0,0.0,1256.3017,4.028617,0.837534,0.37302
33,fuel_1500,fuel,8,34,0->81->0,normal,435,15:15,687.3,19:27,723.965685,400.0,266.080142,57.885543,0.0,0.0,0.0,0.0,34.964539,0.0,34.964539,45.358914,113.583519,0.0,0,0,0,0.0,1343.6123,3.64803,0.895742,0.337781
34,fuel_1500,fuel,9,35,0->82->0,normal,108,09:48,361.6,14:02,744.15659,400.0,282.663377,61.493213,0.0,0.0,0.0,0.0,37.143676,0.0,37.143676,48.353015,119.117493,0.0,0,0,0,0.0,1493.082,4.67276,0.995388,0.432663
35,fuel_1500,fuel,10,51,0->6->0,mandatory_split,138,10:18,339.5,13:40,637.19556,400.0,194.81393,42.38163,0.0,0.0,0.0,0.0,25.599728,0.0,25.599728,33.080222,81.276268,0.0,0,0,0,0.0,1499.0391,5.17355,0.999359,0.479032
36,fuel_1500,fuel,11,53,0->7->0,mandatory_split,261,12:21,487.3,16:07,755.399833,400.0,291.845116,63.490694,0.0,0.064023,0.0,0.076828,38.350212,0.0,38.350212,50.445037,124.405457,0.0,0,0,1,0.076828,1499.2446,3.51113,0.999496,0.325105
37,fuel_1500,fuel,12,54,0->7->0,mandatory_split,261,12:21,487.3,16:07,755.422486,400.0,291.863721,63.494742,0.0,0.064023,0.0,0.076828,38.352657,0.0,38.352657,50.448262,124.405457,0.0,0,0,1,0.076828,1499.8194,4.16778,0.99988,0.385906
38,fuel_1500,fuel,13,56,0->7->0,mandatory_split,261,12:21,487.3,16:07,755.421524,400.0,291.862931,63.49457,0.0,0.064023,0.0,0.076828,38.352553,0.0,38.352553,50.448125,124.405457,0.0,0,0,1,0.076828,1499.795,3.431727,0.999863,0.317752
39,fuel_1500,fuel,14,79,0->42->0,mandatory_split,60,09:00,330.1,13:30,752.850457,400.0,289.803841,63.046616,0.0,0.0,0.0,0.0,38.081976,0.0,38.081976,49.791149,125.136368,0.0,0,0,0,0.0,1314.856,3.252882,0.876571,0.301193
40,fuel_1500,fuel,15,81,0->43->0,mandatory_split,468,15:48,664.5,19:04,619.079352,400.0,179.934691,39.144662,0.0,0.0,0.0,0.0,23.644506,0.0,23.644506,30.535822,77.177078,0.0,0,0,0,0.0,1247.5221,2.62516,0.831681,0.24307
41,fuel_1500,fuel,16,82,0->43->0,mandatory_split,468,15:48,664.5,19:04,620.435098,400.0,181.048194,39.386904,0.0,0.0,0.0,0.0,23.790827,0.0,23.790827,30.724715,77.177078,0.0,0,0,0,0.0,1301.829,5.07067,0.867886,0.469506
42,fuel_1500,fuel,17,83,0->43->0,mandatory_split,468,15:48,664.5,19:04,619.093273,400.0,179.946124,39.147149,0.0,0.0,0.0,0.0,23.646008,0.0,23.646008,30.537761,77.177078,0.0,0,0,0,0.0,1248.0797,3.09064,0.832053,0.28617
43,fuel_1500,fuel,18,84,0->43->0,mandatory_split,468,15:48,664.5,19:04,619.494457,400.0,180.275625,39.218832,0.0,0.0,0.0,0.0,23.689307,0.0,23.689307,30.593657,77.177078,0.0,0,0,0,0.0,1264.1499,2.83041,0.842767,0.262075
44,fuel_1500,fuel,19,"85,67",0->44->28->0,mandatory_split->mandatory_split,477,15:57,800.2,21:20,753.354543,400.0,284.027237,61.78992,7.537386,0.0,22.612158,0.0,37.322896,0.0,37.322896,48.175574,121.401168,18.658407,0,1,0,0.0,1461.5012,4.38651,0.974334,0.406158
45,fuel_1500,fuel,20,89,0->45->0,mandatory_split,393,14:33,602.7,18:03,646.618639,400.0,202.553312,44.065327,0.0,0.0,0.0,0.0,26.61673,0.0,26.61673,34.442554,84.711662,0.0,0,0,0,0.0,1498.4436,3.37433,0.998962,0.312438
46,fuel_1500,fuel,21,91,0->45->0,mandatory_split,393,14:33,602.7,18:03,646.657106,400.0,202.584906,44.0722,0.0,0.0,0.0,0.0,26.620881,0.0,26.620881,34.448011,84.711662,0.0,0,0,0,0.0,1499.8758,3.59683,0.999917,0.33304
47,fuel_1500,fuel,22,98,0->49->0,mandatory_split,300,13:00,360.3,14:00,493.853751,400.0,77.08415,16.769601,0.0,0.0,0.0,0.0,10.129323,0.0,10.129323,13.523284,33.455914,0.0,0,0,0,0.0,1499.6967,4.33161,0.999798,0.401075
48,fuel_1500,fuel,23,99,0->49->0,mandatory_split,300,13:00,360.3,14:00,493.826316,400.0,77.061617,16.764699,0.0,0.0,0.0,0.0,10.126362,0.0,10.126362,13.519331,33.455914,0.0,0,0,0,0.0,1497.0659,5.30088,0.998044,0.490822
49,fuel_1500,fuel,24,100,0->49->0,mandatory_split,300,13:00,360.3,14:00,493.753394,400.0,77.001724,16.75167,0.0,0.0,0.0,0.0,10.118492,0.0,10.118492,13.508824,33.455914,0.0,0,0,0,0.0,1490.0734,3.90646,0.993382,0.361709
50,fuel_1500,fuel,25,105,0->51->0,mandatory_split,475,15:55,672.1,19:12,619.999451,400.0,180.690387,39.309063,0.0,0.0,0.0,0.0,23.743809,0.0,23.743809,30.69109,79.737175,0.0,0,0,0,0.0,1006.351212,3.24977,0.670901,0.300905
51,fuel_1500,fuel,26,106,0->51->0,mandatory_split,475,15:55,672.1,19:12,626.293936,400.0,185.860187,40.433749,0.0,0.0,0.0,0.0,24.423152,0.0,24.423152,31.558136,79.737175,0.0,0,0,0,0.0,1246.334755,3.87228,0.83089,0.358544
52,fuel_1500,fuel,27,"108,42",0->52->89->0,mandatory_split->normal,317,13:17,698.5,19:38,955.622464,400.0,456.34495,99.277514,0.0,0.0,0.0,0.0,59.966485,0.0,59.966485,78.979474,197.9946,0.0,0,0,0,0.0,1491.325986,3.90019,0.994217,0.361129
53,fuel_1500,fuel,28,114,0->53->0,mandatory_split,613,18:13,696.9,19:37,517.645303,400.0,96.624675,21.020628,0.0,0.0,0.0,0.0,12.697066,0.0,12.697066,16.797491,41.427246,0.0,0,0,0,0.0,1498.4656,3.52428,0.998977,0.326322
54,fuel_1500,fuel,29,121,0->55->0,mandatory_split,431,15:11,707.1,19:47,782.997327,400.0,314.564129,68.433199,0.0,0.0,0.0,0.0,41.335628,0.0,41.335628,53.678148,132.086609,0.0,0,0,0,0.0,1498.5906,3.26315,0.99906,0.302144
55,fuel_1500,fuel,30,126,0->56->0,mandatory_split,323,13:23,647.0,18:47,861.246772,400.0,378.832118,82.414654,0.0,0.0,0.0,0.0,49.78083,0.0,49.78083,65.281075,160.903809,0.0,0,0,0,0.0,1497.1642,3.16719,0.998109,0.293258
56,fuel_1500,fuel,31,128,0->57->0,mandatory_split,362,14:02,474.2,15:54,566.946132,400.0,137.11653,29.829602,0.0,0.0,0.0,0.0,18.017941,0.0,18.017941,23.731221,60.313583,0.0,0,0,0,0.0,1249.5072,3.40253,0.833005,0.315049
57,fuel_1500,fuel,32,129,0->57->0,mandatory_split,362,14:02,474.2,15:54,569.830562,400.0,139.485576,30.344986,0.0,0.0,0.0,0.0,18.329248,0.0,18.329248,24.146836,60.313583,0.0,0,0,0,0.0,1402.9315,4.10264,0.935288,0.379874
58,fuel_1500,fuel,33,130,0->57->0,mandatory_split,362,14:02,474.2,15:54,566.938777,400.0,137.110489,29.828288,0.0,0.0,0.0,0.0,18.017147,0.0,18.017147,23.730162,60.313583,0.0,0,0,0,0.0,1249.116,3.04475,0.832744,0.281921
59,fuel_1500,fuel,34,131,0->57->0,mandatory_split,362,14:02,474.2,15:54,566.909112,400.0,137.086125,29.822987,0.0,0.0,0.0,0.0,18.013945,0.0,18.013945,23.725887,60.313583,0.0,0,0,0,0.0,1247.5381,3.31334,0.831692,0.306791
60,fuel_1500,fuel,35,132,0->57->0,mandatory_split,362,14:02,474.2,15:54,570.914002,400.0,140.375429,30.538573,0.0,0.0,0.0,0.0,18.44618,0.0,18.44618,24.302948,60.313583,0.0,0,0,0,0.0,1460.5602,3.05127,0.973707,0.282525
61,fuel_1500,fuel,36,136,0->60->0,mandatory_split,113,09:53,198.3,11:18,506.152308,400.0,87.185225,18.967083,0.0,0.0,0.0,0.0,11.456666,0.0,11.456666,14.8908,36.748184,0.0,0,0,0,0.0,1499.6398,3.57051,0.99976,0.330603
62,fuel_1500,fuel,37,143,0->61->0,mandatory_split,194,11:14,437.3,15:17,727.660673,400.0,269.114917,58.545756,0.0,0.0,0.0,0.0,35.363327,0.0,35.363327,46.166067,113.846992,0.0,0,0,0,0.0,1468.3959,6.95016,0.978931,0.643533
63,fuel_1500,fuel,38,153,0->65->0,mandatory_split,458,15:38,669.9,19:10,653.108903,400.0,207.883909,45.224994,0.0,0.0,0.0,0.0,27.317202,0.0,27.317202,35.332367,86.874535,0.0,0,0,0,0.0,1498.1363,5.01876,0.998758,0.4647
64,fuel_1500,fuel,39,155,0->65->0,mandatory_split,459,15:39,670.5,19:10,646.594053,400.0,202.533119,44.060934,0.0,0.0,0.0,0.0,26.614076,0.0,26.614076,34.425243,86.874535,0.0,0,0,0,0.0,1266.0502,3.214783,0.844033,0.297665
65,fuel_1500,fuel,40,156,0->65->0,mandatory_split,459,15:39,670.5,19:10,646.114016,400.0,202.138854,43.975162,0.0,0.0,0.0,0.0,26.562267,0.0,26.562267,34.358365,86.874535,0.0,0,0,0,0.0,1248.9692,3.36271,0.832646,0.311362
66,fuel_1500,fuel,41,157,0->65->0,mandatory_split,459,15:39,670.5,19:10,647.257046,400.0,203.07765,44.179396,0.0,0.0,0.0,0.0,26.685631,0.0,26.685631,34.517612,86.874535,0.0,0,0,0,0.0,1289.6413,4.2575,0.859761,0.394213
67,fuel_1500,fuel,42,158,0->68->0,mandatory_split,646,18:46,804.9,21:25,687.853909,400.0,236.420746,51.433163,0.0,0.0,0.0,0.0,31.067115,0.0,31.067115,41.184126,101.777023,22.93052,0,1,0,0.0,1495.6782,3.40098,0.997119,0.314906
68,fuel_1500,fuel,43,160,0->68->0,mandatory_split,646,18:46,804.9,21:25,687.932802,400.0,236.485543,51.447259,0.0,0.0,0.0,0.0,31.07563,0.0,31.07563,41.195493,101.777023,22.93052,0,1,0,0.0,1498.165,3.19567,0.998777,0.295895
69,fuel_1500,fuel,44,161,0->68->0,mandatory_split,646,18:46,804.9,21:25,687.946863,400.0,236.497092,51.449771,0.0,0.0,0.0,0.0,31.077147,0.0,31.077147,41.197519,101.777023,22.93052,0,1,0,0.0,1498.6082,3.71238,0.999072,0.343739
70,fuel_1500,fuel,45,170,0->74->0,mandatory_split,247,12:07,497.1,16:17,774.624258,400.0,307.687143,66.937115,0.0,0.0,0.0,0.0,40.43195,0.0,40.43195,53.044901,131.671753,0.0,0,0,0,0.0,1434.12,3.67297,0.95608,0.34009
71,fuel_1500,fuel,46,171,0->74->0,mandatory_split,247,12:07,497.1,16:17,776.982506,400.0,309.624023,67.358483,0.0,0.0,0.0,0.0,40.686468,0.0,40.686468,53.379554,131.671753,0.0,0,0,0,0.0,1490.4,3.43674,0.9936,0.318217
72,fuel_1500,fuel,47,172,0->74->0,mandatory_split,247,12:07,497.1,16:17,777.113602,400.0,309.731696,67.381907,0.0,0.0,0.0,0.0,40.700617,0.0,40.700617,53.398157,131.671753,0.0,0,0,0,0.0,1493.528634,3.82901,0.995686,0.354538
73,fuel_3000,fuel,1,"1,69,31",0->3->31->78->0,normal->mandatory_split->normal,350,13:50,832.2,21:52,927.389288,400.0,398.600472,86.715245,41.73283,0.340741,125.19849,0.40889,52.378511,0.0,52.378511,68.653774,167.888688,48.104235,0,1,1,0.40889,2901.9798,7.07534,0.967327,0.524099
74,fuel_3000,fuel,2,"4,14",0->9->30->0,normal->normal,100,09:40,308.3,13:08,612.23777,400.0,174.315549,37.922222,0.0,0.0,0.0,0.0,22.906117,0.0,22.906117,29.598148,70.92381,0.0,0,0,0,0.0,2912.191131,7.3825,0.97073,0.546852
75,fuel_3000,fuel,3,"6,111,0",0->12->52->2->0,normal->mandatory_split->normal,373,14:13,732.2,20:12,838.119438,400.0,351.03318,76.367015,0.085425,10.633818,0.256275,12.760582,46.127882,0.0,46.127882,60.342251,157.560776,0.0,0,0,1,12.760582,2997.1317,7.355391,0.999044,0.544844
76,fuel_3000,fuel,4,11,0->25->0,normal,477,15:57,658.6,18:59,592.453992,400.0,158.066696,34.387295,0.0,0.0,0.0,0.0,20.770919,0.0,20.770919,26.770326,67.482307,0.0,0,0,0,0.0,2528.1351,5.33839,0.842712,0.395436
77,fuel_3000,fuel,5,21,0->40->0,normal,452,15:32,692.5,19:32,711.037569,400.0,255.461996,55.575573,0.0,0.0,0.0,0.0,33.56925,0.0,33.56925,43.528278,108.888313,0.0,0,0,0,0.0,2691.1358,7.9507,0.897045,0.588941
78,fuel_3000,fuel,6,22,0->41->0,normal,209,11:29,448.8,15:29,719.39821,400.0,262.328775,57.069435,0.0,0.0,0.0,0.0,34.471587,0.0,34.471587,45.042953,112.020737,0.0,0,0,0,0.0,2786.4185,7.943983,0.928806,0.588443
79,fuel_3000,fuel,7,23,0->47->0,normal,636,18:36,695.9,19:36,491.73498,400.0,75.343957,16.391023,0.0,0.0,0.0,0.0,9.900651,0.0,9.900651,13.217994,33.060608,0.0,0,0,0,0.0,2803.414845,8.09606,0.934472,0.599708
80,fuel_3000,fuel,8,24,0->58->0,normal,307,13:07,497.8,16:18,734.569365,400.0,274.789178,59.780187,0.0,0.0,0.0,0.0,36.108959,0.0,36.108959,47.743221,118.440201,0.0,0,0,0,0.0,2933.964,9.833463,0.977988,0.728405
81,fuel_3000,fuel,9,"25,8",0->66->16->0,normal->normal,62,09:02,314.2,13:14,684.395761,400.0,233.580494,50.815268,0.0,0.0,0.0,0.0,30.693889,0.0,30.693889,40.095607,99.638684,0.0,0,0,0,0.0,2910.978817,8.8727,0.970326,0.657237
82,fuel_3000,fuel,10,26,0->67->0,normal,659,18:59,812.6,21:33,686.008968,400.0,234.905456,51.103512,0.0,0.0,0.0,0.0,30.867997,0.0,30.867997,40.999182,101.908287,30.068786,0,1,0,0.0,2885.641443,8.92494,0.96188,0.661107
83,fuel_3000,fuel,11,"27,33",0->69->80->0,normal->normal,396,14:36,687.0,19:27,770.031488,400.0,303.914999,66.116488,0.0,0.0,0.0,0.0,39.936268,0.0,39.936268,52.073485,130.561199,0.0,0,0,0,0.0,2795.2264,7.9669,0.931742,0.590141
84,fuel_3000,fuel,12,28,0->72->0,normal,670,19:10,802.1,21:22,631.37067,400.0,190.02982,41.34085,0.0,0.0,0.0,0.0,24.971067,0.0,24.971067,33.11836,83.068665,20.353664,0,1,0,0.0,2725.3232,7.50056,0.908441,0.555597
85,fuel_3000,fuel,13,"38,32",0->85->79->0,normal->normal,79,09:19,351.0,13:51,718.363883,400.0,261.47926,56.884624,0.0,0.0,0.0,0.0,34.359955,0.0,34.359955,44.953233,116.115357,0.0,0,0,0,0.0,2908.9603,8.78747,0.969653,0.650924
86,fuel_3000,fuel,14,"39,173",0->86->75->0,normal->mandatory_split,159,10:39,525.5,16:46,797.18872,400.0,313.291199,68.156274,15.741247,0.0,47.223742,0.0,41.168357,0.0,41.168357,53.348917,137.177553,0.0,0,0,0,0.0,2535.0951,7.33486,0.845032,0.543323
87,fuel_3000,fuel,15,"45,104",0->92->51->0,normal->mandatory_split,454,15:34,671.5,19:12,618.598976,400.0,179.35212,39.017924,0.228932,0.0,0.686797,0.0,23.567953,0.0,23.567953,30.48173,79.664629,0.0,0,0,0,0.0,2773.7716,6.45771,0.924591,0.478349
88,fuel_3000,fuel,16,"47,127",0->94->56->0,normal->mandatory_split,273,12:33,616.6,18:17,804.103247,400.0,331.898885,72.204362,0.0,0.0,0.0,0.0,43.61352,0.0,43.61352,56.779935,145.308653,0.0,0,0,0,0.0,2579.6287,7.84239,0.859876,0.580918
89,fuel_3000,fuel,17,52,0->6->0,mandatory_split,138,10:18,339.5,13:40,636.884902,400.0,194.55878,42.326122,0.0,0.0,0.0,0.0,25.5662,0.0,25.5662,33.037137,81.276268,0.0,0,0,0,0.0,2974.6041,6.80965,0.991535,0.504419
90,fuel_3000,fuel,18,55,0->7->0,mandatory_split,261,12:21,487.3,16:07,754.727584,400.0,291.292983,63.370578,0.0,0.064023,0.0,0.076828,38.277659,0.0,38.277659,50.34932,124.405457,0.0,0,0,1,0.076828,2964.3738,7.3665,0.988125,0.545667
91,fuel_3000,fuel,19,57,0->8->0,mandatory_split,148,10:28,327.5,13:28,591.503948,400.0,157.286405,34.217544,0.0,0.0,0.0,0.0,20.668384,0.0,20.668384,26.629915,66.054893,0.0,0,0,0,0.0,2812.487003,8.38802,0.937496,0.621335
92,fuel_3000,fuel,20,58,0->8->0,mandatory_split,148,10:28,327.5,13:28,593.464652,400.0,158.896774,34.567878,0.0,0.0,0.0,0.0,20.879997,0.0,20.879997,26.903248,66.054893,0.0,0,0,0,0.0,2996.1652,7.59747,0.998722,0.562776
93,fuel_3000,fuel,21,59,0->8->0,mandatory_split,148,10:28,327.5,13:28,593.496903,400.0,158.923262,34.573641,0.0,0.0,0.0,0.0,20.883477,0.0,20.883477,26.907744,66.054893,0.0,0,0,0,0.0,2999.18642,11.94637,0.999729,0.884916
94,fuel_3000,fuel,22,60,0->8->0,mandatory_split,148,10:28,327.5,13:28,593.504857,400.0,158.929795,34.575062,0.0,0.0,0.0,0.0,20.884336,0.0,20.884336,26.908853,66.054893,0.0,0,0,0,0.0,2999.9316,8.09516,0.999977,0.599641
95,fuel_3000,fuel,23,"61,102",0->10->50->0,mandatory_split->mandatory_split,641,18:41,859.7,22:20,793.53838,400.0,323.221727,70.316653,0.0,0.0,0.0,0.0,42.473289,0.0,42.473289,56.448339,142.477371,70.491241,0,1,0,0.0,2860.8258,8.923881,0.953609,0.661028
96,fuel_3000,fuel,24,"63,66",0->10->28->0,mandatory_split->mandatory_split,641,18:41,868.9,22:29,823.686926,400.0,329.204981,71.618306,0.0,22.86364,0.0,27.436368,43.259524,0.0,43.259524,57.394159,144.419231,63.547426,1,1,1,27.436368,2963.6821,7.93149,0.987894,0.587518
