vehicle_type,vehicle_instance,route_id,departure_min,departure_hhmm,return_min,return_hhmm,route_cost,after_hours_return_flag
fuel_1500,7,32,450,15:30,677.4,19:17,721.738082,0
fuel_1500,8,33,118,09:58,351.1,13:51,742.8826,0
fuel_1500,9,34,339,13:39,377.8,14:18,447.889361,0
fuel_1500,10,35,106,09:46,360.0,14:00,801.377155,0
fuel_1500,11,36,149,10:29,332.5,13:32,635.740794,0
fuel_1500,12,37,300,13:00,464.6,15:45,751.530446,0
fuel_1500,13,38,300,13:00,464.6,15:45,751.55284,0
fuel_1500,14,39,300,13:00,464.6,15:45,751.55189,0
fuel_1500,15,40,478,15:58,657.7,18:58,617.64869,0
fuel_1500,16,41,478,15:58,657.7,18:58,618.980855,0
fuel_1500,17,42,478,15:58,657.7,18:58,617.662369,0
fuel_1500,18,43,478,15:58,657.7,18:58,618.056575,0
fuel_1500,19,44,490,16:10,792.5,21:12,752.113551,1
fuel_1500,20,45,400,14:40,559.9,17:20,642.375393,0
fuel_1500,21,46,400,14:40,559.9,17:20,642.413682,0
fuel_1500,22,47,300,13:00,354.6,13:55,494.291505,0
fuel_1500,23,48,300,13:00,354.6,13:55,494.263942,0
fuel_1500,24,49,300,13:00,354.6,13:55,494.19068,0
fuel_1500,25,50,485,16:05,664.8,19:05,625.212053,0
fuel_1500,26,51,485,16:05,664.8,19:05,618.932015,0
fuel_1500,27,52,485,16:05,664.8,19:05,625.136448,0
fuel_1500,28,53,368,14:08,706.2,19:46,956.032875,0
fuel_1500,29,54,630,18:30,692.8,19:33,516.74178,0
fuel_1500,30,55,449,15:29,695.8,19:36,780.805869,0
fuel_1500,31,56,300,13:00,523.5,16:44,855.51003,0
fuel_1500,32,57,367,14:07,465.8,15:46,566.21221,0
fuel_1500,33,58,367,14:07,465.8,15:46,569.110095,0
fuel_1500,34,59,367,14:07,465.8,15:46,566.204821,0
fuel_1500,35,60,367,14:07,465.8,15:46,566.175018,0
fuel_1500,36,61,367,14:07,465.8,15:46,570.198588,0
fuel_1500,37,62,116,09:56,193.1,11:13,504.86608,0
fuel_1500,38,63,132,10:12,355.3,13:55,727.753308,0
fuel_1500,39,64,470,15:50,662.6,19:03,651.339154,0
fuel_1500,40,65,470,15:50,662.6,19:03,644.933396,0
fuel_1500,41,66,470,15:50,662.6,19:03,644.461947,0
fuel_1500,42,67,470,15:50,662.6,19:03,645.584529,0
fuel_1500,43,68,655,18:55,800.0,21:20,687.674521,1
fuel_1500,44,69,655,18:55,800.0,21:20,687.753783,1
fuel_1500,45,70,655,18:55,800.0,21:20,687.767909,1
fuel_1500,46,71,300,13:00,476.3,15:56,771.887457,0
fuel_1500,47,72,300,13:00,476.3,15:56,772.016466,0
fuel_3000,1,73,362,14:02,827.8,21:48,930.825091,1
fuel_3000,2,74,109,09:49,305.1,13:05,611.278698,0
fuel_3000,3,75,382,14:22,708.4,19:48,826.60665,0
fuel_3000,4,76,486,16:06,652.8,18:53,591.237966,0
fuel_3000,5,77,128,10:08,783.9,21:04,993.853383,1
fuel_3000,6,78,0,08:00,361.4,14:01,964.962753,0
fuel_3000,7,79,467,15:47,683.4,19:23,709.421493,0
fuel_3000,8,80,261,12:21,433.8,15:14,715.700059,0
fuel_3000,9,81,638,18:38,692.2,19:32,492.162861,0
fuel_3000,10,82,317,13:17,481.5,16:02,733.873749,0
fuel_3000,11,83,60,09:00,293.0,12:53,684.524002,0
fuel_3000,12,84,668,19:08,809.1,21:29,686.047551,1
fuel_3000,13,85,409,14:49,677.5,19:18,768.811158,0
fuel_3000,14,86,630,18:30,744.9,20:25,631.097801,0
fuel_3000,15,87,166,10:46,507.1,16:27,796.824752,0
fuel_3000,16,88,300,13:00,529.6,16:50,795.92109,0
fuel_3000,17,89,149,10:29,332.5,13:32,635.434753,0
fuel_3000,18,90,300,13:00,464.6,15:45,750.86589,0
fuel_3000,19,91,157,10:37,321.9,13:22,590.266189,0
fuel_3000,20,92,157,10:37,321.9,13:22,592.194702,0
fuel_3000,21,93,157,10:37,321.9,13:22,592.226423,0
fuel_3000,22,94,157,10:37,321.9,13:22,592.234247,0
fuel_3000,23,95,653,18:53,857.1,22:17,793.104979,1
fuel_3000,24,96,649,18:49,861.4,22:21,816.766734,1
fuel_3000,25,97,455,15:35,671.9,19:12,703.408493,0
fuel_3000,26,98,455,15:35,671.9,19:12,703.408493,0
fuel_3000,27,99,418,14:58,695.6,19:36,801.089569,0
fuel_3000,28,100,107,09:47,645.3,18:45,895.147907,0
fuel_3000,29,101,400,14:40,559.9,17:20,639.76505,0
fuel_3000,30,102,117,09:57,463.4,15:43,863.815749,0
fuel_3000,31,103,99,09:39,363.4,14:03,788.334027,0
fuel_3000,32,104,482,16:02,654.5,18:54,607.837724,0
fuel_3000,33,105,482,16:02,654.5,18:54,607.867678,0
fuel_3000,34,106,482,16:02,654.5,18:54,603.339659,0
fuel_3000,35,107,653,18:53,835.7,21:56,797.873668,1
fuel_3000,36,108,653,18:53,835.7,21:56,797.875451,1
fuel_3000,37,109,630,18:30,692.8,19:33,516.705583,0
fuel_3000,38,110,630,18:30,779.0,20:59,620.867387,0
fuel_3000,39,111,449,15:29,695.8,19:36,780.846021,0
fuel_3000,40,112,449,15:29,695.8,19:36,780.864739,0
fuel_3000,41,113,449,15:29,695.8,19:36,780.826185,0
fuel_3000,42,114,300,13:00,523.5,16:44,855.591298,0
fuel_3000,43,115,105,09:45,455.2,15:35,873.191826,0
fuel_3000,44,116,93,09:33,372.6,14:13,869.784666,0
fuel_3000,45,117,93,09:33,372.6,14:13,869.582842,0
fuel_3000,46,118,116,09:56,193.1,11:13,504.846173,0
fuel_3000,47,119,136,10:16,342.5,13:42,631.107859,0
fuel_3000,48,120,116,09:56,193.1,11:13,504.869254,0
fuel_3000,49,121,670,19:10,806.7,21:27,676.144668,1
fuel_3000,50,122,670,19:10,806.7,21:27,673.235016,1
fuel_3000,51,123,670,19:10,806.7,21:27,676.147361,1
fuel_3000,52,124,464,15:44,666.4,19:06,672.662492,0
fuel_3000,53,125,464,15:44,666.4,19:06,668.119302,0
fuel_3000,54,126,464,15:44,666.4,19:06,672.613176,0
fuel_3000,55,127,319,13:19,450.0,15:30,671.676837,0
fuel_3000,56,128,319,13:19,450.0,15:30,673.822771,0
fuel_3000,57,129,319,13:19,450.0,15:30,673.824223,0
fuel_3000,58,130,655,18:55,800.0,21:20,686.577768,1
fuel_3000,59,131,302,13:02,559.5,17:20,831.38951,0
fuel_3000,60,132,300,13:00,471.8,15:52,750.99498,0
