feature_type,left_unit_id,right_unit_id,vehicle_family,tau
start,164,,small,0.4552306264855769
start,168,,small,0.4552306264855769
start,169,,small,0.4552306264855769
start,171,,small,0.4552306264855769
start,172,,small,0.4552306264855769
edge,12,116.0,small,0.4525764454365834
edge,65,117.0,big,0.4525764454365834
start,12,,small,0.4525764454365834
start,65,,big,0.4525764454365834
edge,93,142.0,big,0.44729567311519486
edge,33,13.0,small,0.43276101263317246
start,33,,small,0.43276101263317246
edge,40,46.0,big,0.41762441768415237
start,40,,big,0.4148001298273396
edge,27,33.0,big,0.396964948428411
start,15,,big,0.38902999505802893
edge,40,162.0,big,0.37432522776818733
edge,94,140.0,big,0.361189571122124
start,141,,small,0.361189571122124
start,13,,big,0.3591886328191672
start,80,,small,0.3588450907586214
edge,34,17.0,big,0.3561909097096281
edge,83,34.0,big,0.3561909097096281
start,83,,big,0.3561909097096281
edge,113,17.0,big,0.330656663059152
start,34,,small,0.330656663059152
start,83,,small,0.330656663059152
start,167,,big,0.32824381976365447
start,80,,big,0.3280024820101586
edge,108,42.0,small,0.3263495474707661
edge,110,118.0,big,0.3263495474707661
start,108,,small,0.3263495474707661
edge,94,141.0,big,0.325658001646656
edge,140,46.0,small,0.325658001646656
start,140,,small,0.325658001646656
edge,46,15.0,big,0.28988262434036915
edge,167,72.0,big,0.2851591420564238
start,72,,big,0.27470162399043396
start,46,,big,0.24940772228121671
